county_fips,county_population22,county_age22,county_income22,county_bachelor22,county_hs22
16007,6436,40,63244,0.207822809,0.93096136
16009,9731,45.9,54191,0.186012768,0.85142194
16011,48253,34.3,69433,0.198502383,0.88417291
16013,24248,44.5,81794,0.445259658,0.91820475
16015,7809,53.7,70776,0.270860495,0.95436767
16017,47976,48.3,61816,0.271650588,0.91286942
16019,124490,33.2,73103,0.318786203,0.91968141
16021,12335,43.6,58810,0.18152085,0.86870693
16023,2605,43.1,37358,0.16230646,0.90389749
16025,1133,36.5,63750,0.270122783,0.87175989
16027,235006,34.4,68473,0.215964349,0.86976309
16029,7058,37.9,65380,0.15663186,0.9042435
16031,24859,33.1,63525,0.20491417,0.85695052
16033,756,37.6,53500,0.152610442,0.61646586
16035,8810,52.3,55885,0.18102231,0.91753742
16037,4344,55.5,60357,0.287821811,0.91293029
16039,28752,32.3,55000,0.208537054,0.88012965
16041,14376,32.6,61679,0.172090845,0.92097869
16043,13519,39,67015,0.213796909,0.89834437
16045,19250,44,65204,0.224501845,0.90162362
16047,15520,38.3,60938,0.157994229,0.78997115
16049,16787,49.5,54745,0.214595028,0.92245389
16051,31383,31.7,77491,0.267721764,0.92562669
16053,24474,33,67347,0.1310253,0.75292943
16055,173396,40.7,71949,0.267271648,0.93552907
16057,39872,30.3,62258,0.443206265,0.96915068
16059,8043,53.2,49216,0.221778886,0.91687448
16061,3630,49.1,46484,0.185185185,0.89919817
16063,5203,37.3,62250,0.11202346,0.81554252
16065,52487,21.6,53025,0.390526136,0.97406373
16067,21626,34.9,63594,0.159158489,0.81326197
16069,42200,40.7,65023,0.256672885,0.92972698
16071,4572,39.7,67383,0.237867396,0.93403964
16073,12043,38.9,58440,0.13918041,0.76074463
16075,25571,40,62721,0.201547207,0.85905175
16077,7918,35.3,56671,0.146785197,0.84287782
16079,13399,46.1,44807,0.116422831,0.88058933
16081,11813,38.6,88906,0.470848165,0.93408617
16083,90592,35.5,61183,0.235938252,0.87395998
16085,11830,48.9,72878,0.364037923,0.92770955
16087,10612,44.7,50046,0.174798928,0.90214477
17001,65583,41.3,63767,0.269246775,0.93346037
17003,5261,44.9,40365,0.103484969,0.86379356
17005,16750,40,58617,0.210627011,0.88920776
17007,53459,39,80502,0.240052148,0.86619998
17009,6334,38.5,64760,0.140312772,0.80299739
17011,33203,44,64165,0.214560358,0.90302953
17013,4472,48.1,88059,0.195293399,0.92023227
17015,15594,45,61539,0.186778594,0.88378804
17017,12955,38.8,64826,0.192373755,0.86167411
17019,206525,30.8,61090,0.456233488,0.94671253
17021,33893,42.2,56933,0.171860089,0.90436081
17023,15467,41.4,65874,0.244208764,0.92222532
17025,13248,41.8,58028,0.150097255,0.88124054
17027,36998,41,78054,0.236054112,0.92001064
17029,47076,37.4,53732,0.269773085,0.91949764
17031,5225367,37.5,78304,0.412836012,0.88208363
17033,18729,42.2,64163,0.189193168,0.8864841
17035,10447,42.6,71274,0.177399757,0.93411638
17037,100686,31.8,68617,0.340654198,0.9303515
17039,15535,44,61823,0.214891697,0.94169675
17041,19714,38.6,67177,0.198717465,0.84760468
17043,930559,39.9,107035,0.51064816,0.93491175
17045,16852,46,56687,0.187918921,0.87943148
17047,6182,44.2,60784,0.139004149,0.91078838
17049,34594,39.3,73181,0.259459004,0.93511418
17051,21464,42.1,51962,0.148221214,0.86604853
17053,13484,42,58930,0.197708043,0.9173182
17055,37810,43.2,51031,0.176569759,0.89944553
17057,33691,43.6,57223,0.176884094,0.89929704
17059,4967,46.9,51868,0.124047878,0.87241567
17061,12015,42.7,58900,0.154470588,0.90388235
17063,52624,38.8,89993,0.256868171,0.93983397
17065,8008,43,60574,0.171639172,0.86328536
17067,17582,45.9,61026,0.24561819,0.94433918
17069,3665,53.9,53026,0.120227729,0.87307435
17071,6374,49.6,64946,0.207041073,0.93000838
17073,49157,43.5,66313,0.246624921,0.92454185
17075,27043,44.5,62866,0.176482874,0.88727026
17077,53176,32.6,44847,0.352223436,0.91842721
17079,9295,44,67429,0.213779285,0.93310727
17081,37043,41.2,58384,0.18140721,0.90614737
17083,21462,42.8,77607,0.217865213,0.93347069
17085,21942,50.8,67729,0.278566681,0.93540395
17087,13313,42.3,63295,0.166456627,0.84635581
17089,517254,38.3,96400,0.363432716,0.8650163
17091,107421,38.9,65489,0.203200156,0.89928268
17093,132795,36.1,106358,0.357700597,0.93392927
17095,49751,42.3,50263,0.204079876,0.88764561
17097,713159,38.7,104553,0.469486583,0.90797804
17099,109495,41.9,67942,0.184092698,0.91082466
17101,15302,40.9,55811,0.141166908,0.85151734
17103,34221,42.8,64588,0.188944322,0.90029934
17105,35771,41.9,68175,0.186619579,0.90516249
17107,28027,40.3,62547,0.201761044,0.91518648
17109,27370,34.9,48904,0.311797081,0.94418521
17111,311133,40.5,100101,0.353124253,0.93892579
17113,171284,34,75356,0.459829854,0.95880082
17115,103542,40.7,59622,0.238755733,0.92376197
17117,44907,44,64706,0.193061275,0.90974042
17119,265512,39.9,71759,0.293560545,0.93340698
17121,37543,41.9,59099,0.167077113,0.89972295
17123,11740,46.2,64940,0.174340949,0.9202109
17125,13074,45.4,58479,0.17322335,0.91328257
17127,14135,44.1,57365,0.147305981,0.87661888
17129,12284,42.8,84846,0.258686367,0.95013275
17131,15692,44.7,67028,0.178790847,0.92431662
17133,34905,42.5,100685,0.378647054,0.95684151
17135,28352,42.7,61796,0.181902079,0.89722168
17137,32882,41.4,61188,0.224404531,0.89632597
17139,14531,40.5,72833,0.207398299,0.86392048
17141,51672,42.3,75782,0.234023628,0.91288395
17143,181186,38.1,63409,0.337053938,0.92856439
17145,20996,42.2,56338,0.109464533,0.84495818
17147,16698,41.8,81151,0.308277027,0.93851351
17149,14776,42.8,55514,0.180614612,0.91041747
17151,3799,49.7,57582,0.154429507,0.88176491
17153,5177,43.9,41038,0.145023435,0.8808933
17155,5628,47.4,75726,0.234881471,0.93638123
17157,30413,43,63860,0.137387182,0.86037925
17159,15716,42.2,61607,0.188655078,0.92067704
17161,143819,40.2,64435,0.240616269,0.89590841
17163,256791,39.4,68915,0.303788367,0.92230965
17165,23662,43.2,51710,0.202160404,0.8818166
17167,196122,40.6,71653,0.345700855,0.93200178
17169,6879,48.2,63737,0.169227851,0.9167141
17171,4899,44.7,70500,0.220103986,0.92749856
17173,21042,44.9,65585,0.182794986,0.93884725
17175,5395,44.8,58125,0.18970894,0.90930353
17177,44482,45.6,57527,0.202750553,0.91814733
17179,131276,41.6,74606,0.275045537,0.93669225
17181,17122,44.7,54090,0.217285945,0.87988691
17183,74113,40.8,52787,0.156187053,0.90556499
17185,11321,43.8,54074,0.184766402,0.9304175
17187,16760,40.1,62700,0.210771763,0.875
17189,13781,44,75111,0.23054406,0.92530534
17191,16127,42.9,53522,0.158066796,0.89282559
17193,13834,44.7,54605,0.15993991,0.88472709
17195,55569,43.5,62828,0.193131727,0.90771399
17197,696774,38.7,103678,0.360775852,0.91599106
17199,67120,41.2,60325,0.271123898,0.92742927
17201,284591,39.5,61738,0.24140156,0.88539543
17203,38414,40.1,80093,0.353952156,0.94224665
18001,35827,33.4,61731,0.15390345,0.86699874
18003,385456,36.1,66222,0.304845794,0.90111435
18005,82371,38,76912,0.348088962,0.91822576
18007,8709,40.4,58620,0.186830015,0.88565595
18009,12074,44,51108,0.147746047,0.90394147
18011,71235,38.3,103038,0.494984828,0.94995364
18013,15513,50.7,73933,0.275046149,0.92884712
18015,20397,43.1,61464,0.166456494,0.90318061
18017,37820,41.3,55862,0.154067647,0.85721964
18019,121484,39.6,69005,0.245993344,0.90524465
18021,26396,41.1,68364,0.169422164,0.91449774
18023,33020,36.7,59515,0.163246225,0.86966481
18025,10511,44.6,46706,0.122285867,0.8565339
18027,33337,34.9,64113,0.151372398,0.7704658
18029,50709,42.3,80352,0.247422972,0.91120901
18031,26432,39.7,71566,0.204545455,0.91154791
18033,43312,38.1,68110,0.189612868,0.9135428
18035,112156,35.6,53377,0.254686786,0.90667867
18037,43584,40,68945,0.239268384,0.89884285
18039,206841,35.6,63978,0.200354096,0.8217311
18041,23391,43,52219,0.154232513,0.85213769
18043,80191,39.8,75686,0.312950808,0.92374134
18045,16468,43.1,60559,0.134930209,0.88876443
18047,22850,41.8,75985,0.206855119,0.89533928
18049,20420,40.9,62644,0.178044941,0.87319307
18051,33006,40.4,64153,0.179640451,0.90614266
18053,66560,40.1,53033,0.184303051,0.88583418
18055,30900,43,57771,0.16124476,0.88267724
18057,349527,37.8,114866,0.607744978,0.97159567
18059,80170,39.6,85262,0.328247438,0.93325888
18061,39684,42.5,71302,0.206461275,0.90218942
18063,175639,38.4,95261,0.392295244,0.93477137
18065,48913,42.2,57632,0.170626288,0.91129494
18067,83452,41.2,62014,0.198373758,0.91293192
18069,36699,41.4,59894,0.219231527,0.92571429
18071,46212,39.5,65609,0.185615438,0.90033644
18073,33045,41.4,77777,0.19010188,0.92907957
18075,20451,39.6,52231,0.129433407,0.8749816
18077,33057,41,57801,0.179787418,0.87854303
18079,27610,39.6,66892,0.141415203,0.88812953
18081,161952,37.9,82730,0.324357541,0.92555698
18083,36148,38.9,58173,0.181080857,0.89063147
18085,80442,39,70945,0.241272074,0.87819777
18087,40364,31.9,81658,0.112276975,0.60581988
18089,497682,39.3,66375,0.244512597,0.90213232
18091,112215,40.5,66854,0.210845817,0.89881631
18093,45113,43.5,64210,0.189980298,0.89132814
18095,130545,40.7,60060,0.194333315,0.89912862
18097,971737,34.4,59504,0.332146384,0.87341229
18099,46208,39.9,66016,0.200329574,0.85773369
18101,9863,42,65489,0.140736428,0.8879348
18103,35952,41.1,59551,0.15526274,0.86791554
18105,140065,30.8,60308,0.482028778,0.94658941
18107,38018,40.4,62937,0.208416988,0.89150579
18109,71757,41.5,79134,0.202856287,0.89517627
18111,13829,42.7,63673,0.134129071,0.87001821
18113,47431,39.4,70286,0.177300517,0.83176046
18115,5974,47.2,66333,0.156648452,0.92691257
18117,19768,42.6,60775,0.139477324,0.85302468
18119,21361,44.9,57947,0.152989904,0.86357753
18121,16327,42.5,63393,0.150667015,0.85290784
18123,19186,41.1,58936,0.161630204,0.91197776
18125,12227,43.9,64182,0.141164169,0.90426397
18127,173355,40.1,82915,0.299101049,0.93940403
18129,25226,43,75594,0.254782754,0.93730827
18131,12498,41.9,56823,0.140524379,0.88086477
18133,36942,38.4,70609,0.194308027,0.908703
18135,24586,42.8,59674,0.151278742,0.89887377
18137,28990,40.8,70285,0.189988854,0.90561354
18139,16716,42.5,62386,0.156588215,0.89417626
18141,272388,36.7,61877,0.319573699,0.90868197
18143,24403,41.3,49343,0.115237479,0.81913954
18145,44940,40.5,66449,0.196234935,0.89127739
18147,19935,44.3,66168,0.199138175,0.92533201
18149,23308,41.7,59916,0.131146528,0.85100074
18151,34507,43.5,68837,0.244270307,0.92745197
18153,20791,40.9,54556,0.138391664,0.88852525
18155,9896,40.8,66525,0.108248186,0.83133422
18157,186955,28.4,55728,0.390702609,0.9202199
18159,15328,44.4,71947,0.247950446,0.90754236
18161,7041,44.5,68514,0.199086939,0.88785232
18163,179900,38.9,58839,0.270570517,0.91217956
18165,15488,42.4,59567,0.17853211,0.92504587
18167,106355,36.4,52789,0.256065281,0.90465188
18169,31032,42.8,66194,0.216872485,0.91448129
18171,8454,43.7,72833,0.192027787,0.92590142
18173,64065,41.7,91105,0.344879008,0.94923066
18175,28133,40.9,60695,0.141340953,0.87498724
18177,66522,40.9,54854,0.190175161,0.88043812
18179,28167,40.6,68074,0.191135442,0.93298942
18181,24630,42.6,65345,0.182850753,0.90336629
18183,34259,41.6,73636,0.227634069,0.91835962
19001,7479,43,63172,0.190160833,0.95704825
19003,3680,46.3,64750,0.214447806,0.94024206
19005,14046,43.1,64049,0.184499949,0.91694933
19007,12279,45,50684,0.187844037,0.91949541
19009,5651,48.2,54973,0.216822891,0.90527874
19011,25652,43,79444,0.233223261,0.94425477
19013,131041,35.5,62329,0.299731167,0.92900628
19015,26700,42,75759,0.263857511,0.95176798
19017,25012,38.9,84727,0.340095682,0.96106098
19019,20631,39.5,73493,0.211119948,0.93623021
19021,20687,35.6,62662,0.216315588,0.79341249
19023,14376,43.6,65743,0.193621419,0.93542672
19025,9893,42.4,65614,0.214043515,0.93910709
19027,20728,42.4,68041,0.221252129,0.94655026
19029,13116,44.8,60815,0.208528785,0.91247335
19031,18479,43.3,76959,0.208938294,0.95561101
19033,42979,44.3,63149,0.239623254,0.93738227
19035,11601,44.8,63638,0.217170496,0.93180169
19037,11957,44,72734,0.18619094,0.93643449
19039,9737,39.3,63120,0.152480583,0.84482485
19041,16423,41.5,61756,0.260216773,0.95486851
19043,17123,46.9,60441,0.171676958,0.90721482
19045,46488,42.5,61080,0.216094645,0.92026619
19047,16450,37.3,61188,0.161157025,0.82531931
19049,100367,35.6,99533,0.515304104,0.96271336
19051,9093,36.3,77176,0.18954019,0.79150579
19053,7684,36.6,56068,0.248687251,0.89077925
19055,17523,43.5,75896,0.185268228,0.92119249
19057,38824,42.1,58084,0.233426635,0.92939747
19059,17692,47.9,72446,0.327082226,0.96537848
19061,98812,38.7,73495,0.320303542,0.94001569
19063,9349,44.8,64461,0.151991614,0.87256664
19065,19519,43.4,56043,0.171678553,0.92890229
19067,15601,44,62356,0.182068966,0.93186207
19069,10015,42.8,62214,0.185377087,0.92400691
19071,6639,46.2,69375,0.191642043,0.94913466
19073,8801,44.6,56884,0.197008684,0.93165005
19075,12351,41.6,80701,0.261421911,0.95850816
19077,10619,45.9,75795,0.216493489,0.94252269
19079,14979,41.9,66685,0.22516994,0.92626511
19081,10790,44.4,67865,0.201874268,0.91331511
19083,16861,45.3,64656,0.208144062,0.9337281
19085,14623,42,75830,0.20598072,0.93074956
19087,20436,40.4,62365,0.228052545,0.91142057
19089,9479,39.5,63947,0.191976179,0.92038865
19091,9606,41.9,66617,0.183553818,0.94152135
19093,6969,42.8,63125,0.197046414,0.93037975
19095,16575,42.2,69787,0.227619048,0.93679654
19097,19470,44.4,69709,0.184013926,0.93979836
19099,37808,41,67784,0.196694896,0.94191711
19101,15785,44.2,52210,0.394909756,0.93321134
19103,153360,30.6,72977,0.541272765,0.96046463
19105,20733,43.4,68781,0.224662839,0.94264922
19107,10026,42.7,60016,0.163589523,0.93473594
19109,14718,45.1,62553,0.199061213,0.93735032
19111,33442,43.5,58094,0.20342038,0.94085593
19113,229308,38.2,75457,0.345918688,0.94995156
19115,10823,42.2,72500,0.144289106,0.86072276
19117,8666,42.9,63405,0.148862512,0.92367293
19119,12023,38.3,73735,0.194329363,0.94717763
19121,16609,40.9,88110,0.258081611,0.96996997
19123,22059,39.6,65200,0.223837999,0.9319788
19125,33487,39.8,74193,0.317241999,0.94098346
19127,40049,38.5,70828,0.21009039,0.8519345
19129,14605,42.7,81907,0.305227656,0.95050094
19131,10537,41.8,66056,0.214364641,0.92251381
19133,8671,45.9,59897,0.156884876,0.93034505
19135,7574,41.5,76324,0.226600038,0.93042475
19137,10285,43.3,61261,0.186036847,0.9163319
19139,42968,38.6,67427,0.23217803,0.90110232
19141,14138,40.4,65076,0.215738648,0.90733511
19143,6149,44,67561,0.141746685,0.86168267
19145,15225,45.2,58264,0.176817981,0.92851476
19147,8938,41.3,67306,0.201716738,0.92951469
19149,25621,40.9,79963,0.240723616,0.94318576
19151,7061,45.4,61434,0.170642944,0.91528508
19153,493378,36.1,78827,0.389165051,0.92689134
19155,93543,39.7,68718,0.234258866,0.90631531
19157,18608,40.7,61192,0.288815789,0.94884868
19159,4690,43.8,67898,0.225957049,0.93993153
19161,9778,45.2,68778,0.216458997,0.93654013
19163,174315,38.7,72792,0.349231432,0.93995116
19165,11737,45.5,70295,0.227987988,0.94246246
19167,35815,34.4,81914,0.312652182,0.91622963
19169,98573,26.5,66197,0.525357557,0.97050638
19171,17017,41,65483,0.183237044,0.90989049
19173,5916,44.1,65926,0.154501217,0.90997567
19175,12107,40,56495,0.240801457,0.92786885
19177,7207,45,58417,0.184542587,0.88387224
19179,35292,39.4,56209,0.18462241,0.87927098
19181,52709,38.5,89741,0.321507379,0.96452214
19183,22534,40.1,71122,0.243974133,0.92318244
19185,6484,41.9,58257,0.150287687,0.89436133
19187,36986,39.8,65335,0.207167344,0.91812166
19189,10704,41.5,62853,0.258642232,0.94502291
19191,20050,42.6,67770,0.305224769,0.95184579
19193,105526,35.9,68399,0.239548291,0.87589845
19195,7417,43.9,69897,0.19494382,0.94325843
19197,12897,41.5,58240,0.210115411,0.92713284
20001,12554,41.1,55059,0.196089909,0.92636385
20003,7799,39.7,67651,0.152639633,0.86457536
20005,16309,36.1,55281,0.221679785,0.9377304
20007,4081,42.8,53774,0.23630618,0.91537921
20009,25477,39.2,54634,0.216762673,0.89648618
20011,14405,38.1,55826,0.237152889,0.89722311
20013,9486,41.8,55876,0.200745805,0.9352082
20015,67618,38.2,77724,0.320044893,0.94213244
20017,2570,44.1,52481,0.264722069,0.93285636
20019,3389,45.9,51210,0.162173372,0.88759851
20021,19380,42.4,53382,0.197986577,0.89932886
20023,2619,43,52730,0.222104145,0.89213603
20025,1977,46.3,58287,0.260516605,0.94169742
20027,8088,43.1,57765,0.263455091,0.94247397
20029,9008,38.8,51197,0.224291226,0.958564
20031,8334,43.9,67645,0.221920597,0.9372243
20033,1825,46.8,49754,0.210727969,0.96475096
20035,34661,38.1,55726,0.244798255,0.91716467
20037,39012,32.9,49779,0.30885891,0.94324626
20039,2771,50.6,49412,0.248216833,0.9362815
20041,18492,41.8,62971,0.235181056,0.93572692
20043,7501,41.9,66358,0.188821138,0.91158537
20045,119094,30.7,66153,0.523083761,0.96025579
20047,2849,43.8,52750,0.178830353,0.8757854
20049,2453,50.4,50000,0.182174888,0.86939462
20051,28921,32.9,59665,0.387193023,0.95340831
20053,6374,43.1,59844,0.208394544,0.92318993
20055,38187,31.9,68481,0.185024369,0.72100133
20057,34212,32.6,67997,0.197798973,0.77216923
20059,25968,40.2,68217,0.239366233,0.92021126
20061,36247,26.6,57992,0.238450913,0.93697243
20063,2758,42.1,59417,0.197026022,0.93786511
20065,2430,47.2,47071,0.243546577,0.9382716
20067,7336,32.9,84808,0.202234637,0.79173184
20069,5719,36.1,74500,0.218892694,0.75342466
20071,1279,40.6,69948,0.288095238,0.88928571
20073,6001,48.4,51812,0.159513427,0.91599725
20075,2520,35.4,58750,0.192206077,0.85601057
20077,5457,41.5,53032,0.174698795,0.89731654
20079,33959,40.5,70685,0.306613051,0.91817824
20081,3735,38,66458,0.157894737,0.75164474
20083,1770,46,63125,0.305237316,0.92635025
20085,13274,40.7,70385,0.209691927,0.93827299
20087,18387,43.2,74562,0.245006555,0.95712192
20089,2929,51.1,47109,0.184748071,0.92464821
20091,610742,38.1,103644,0.566920642,0.96512235
20093,3964,34.9,68750,0.166031343,0.80389665
20095,7369,43.6,59640,0.243238059,0.90811433
20097,2445,41.5,70347,0.253301321,0.88955582
20099,20096,40.6,56143,0.225511026,0.9046084
20101,1528,47.9,52222,0.198895028,0.95764273
20103,82050,38,84307,0.354910152,0.93368504
20105,2929,44.6,52540,0.236969112,0.94642857
20107,9696,45,56697,0.220624546,0.9352215
20109,2752,39.9,70382,0.266631744,0.92352017
20111,32182,32.9,56415,0.267050464,0.87832581
20113,30085,39.8,71250,0.313746013,0.92663477
20115,11867,43.4,60011,0.276392507,0.92060538
20117,10014,42.3,64306,0.208068248,0.92192019
20119,4019,37.7,74063,0.239829523,0.86361875
20121,34312,42.5,85564,0.305515177,0.95583583
20123,5829,41.9,63008,0.288087935,0.95347648
20125,31448,40.2,51513,0.201234161,0.89999529
20127,5385,46.5,52866,0.278860954,0.92483325
20129,2688,39.5,57943,0.175457481,0.87836383
20131,10219,40,72788,0.282634911,0.93171541
20133,15826,40.3,54894,0.211492722,0.91028446
20135,2677,48.4,64907,0.208963283,0.91360691
20137,5431,40.4,52710,0.2077597,0.90813517
20139,15787,42.6,66155,0.200366804,0.92113709
20141,3493,46.4,58750,0.231411531,0.95427435
20143,5768,42.3,74551,0.236881188,0.94777228
20145,6288,46.1,54141,0.183480707,0.89710611
20147,4960,44.9,57611,0.201257862,0.91080617
20149,25482,35.8,85241,0.378553922,0.96041667
20151,9175,37.6,61685,0.279030055,0.91939891
20153,2544,46.2,61827,0.174757282,0.94660194
20155,61881,40.5,57390,0.205078904,0.9168992
20157,4686,47.5,54531,0.264259709,0.9535801
20159,9441,39,58523,0.237216141,0.92027446
20161,72105,24.9,56327,0.478297232,0.95832288
20163,4925,44.9,60821,0.226876581,0.92578015
20165,2939,46.4,53523,0.195386064,0.90913371
20167,6702,45.3,49929,0.201758058,0.93428213
20169,54160,39.9,59887,0.282184549,0.93719557
20171,5128,38.7,53365,0.199176228,0.84907326
20173,522700,35.8,65372,0.317450023,0.89483384
20175,21942,30.5,57131,0.112888053,0.69755409
20177,178625,39.4,63463,0.317481366,0.9292015
20179,2450,42.5,66719,0.242985075,0.96298507
20181,5940,38,61404,0.260892953,0.89671867
20183,3561,50,50943,0.230973116,0.95418402
20185,4054,42.2,60000,0.260964117,0.93222182
20187,2060,39.6,66000,0.173882186,0.79985806
20189,5275,36.3,67950,0.125307125,0.74385749
20191,22517,42,59397,0.239244491,0.93494229
20193,7907,35.2,72417,0.264699939,0.94463528
20195,2798,47.8,77500,0.249650023,0.94540364
20197,6922,43.7,70000,0.251148225,0.965762
20199,1489,43.1,57708,0.259295499,0.92563601
20201,5529,44.9,59432,0.225363071,0.93516598
20203,2131,43.1,69551,0.214285714,0.88181818
20205,8667,42.4,55439,0.195390782,0.91315965
20207,3134,46.6,50670,0.210977702,0.92024014
20209,167989,34.3,57771,0.199878397,0.81360086
21001,18887,40.3,49690,0.186266027,0.86116574
21003,20773,40.5,57159,0.18296925,0.8652428
21005,23839,41.9,69885,0.253423407,0.91114357
21007,7742,44.7,57111,0.173412484,0.92120885
21009,44511,40.2,48141,0.174465327,0.84737524
21011,12739,39.5,51471,0.143616393,0.81445612
21013,24248,41.5,33658,0.116652927,0.78176893
21015,136150,38,91697,0.346403485,0.93823909
21017,20228,41.8,54580,0.232389304,0.85314836
21019,48242,42.1,58327,0.208468201,0.88697402
21021,30613,40,56568,0.267606999,0.90373709
21023,8420,41.7,59911,0.175731497,0.88037866
21025,13580,42.7,38209,0.170265016,0.79474061
21027,20528,42.3,51756,0.143381574,0.8510413
21029,82482,41.1,73900,0.175480317,0.89367162
21031,12365,41.4,47589,0.113283962,0.80733626
21033,12635,42.4,52488,0.161312141,0.87701499
21035,37345,35.6,48276,0.315321125,0.90280285
21037,93122,38.9,71979,0.392675952,0.93290902
21039,4782,42.9,53065,0.133373567,0.86934218
21041,10842,38.5,50625,0.057608543,0.82745539
21043,26671,41.9,47004,0.144914884,0.8116543
21045,15942,41.9,42190,0.122149837,0.77271082
21047,72766,28.4,48920,0.190961217,0.86316019
21049,36897,40.9,61878,0.199513476,0.88964399
21051,20322,40.4,37888,0.142740453,0.72125791
21053,9295,42.4,41180,0.139996966,0.80873654
21055,8979,43.4,45810,0.124704399,0.86394451
21057,5974,45.4,40515,0.171277086,0.80359613
21059,102916,38.7,64021,0.254105582,0.91238535
21061,12179,45,53029,0.11426985,0.81588007
21063,7378,43.6,39469,0.101600432,0.75400108
21065,14138,43.7,39980,0.111144101,0.76454869
21067,321276,35.2,66087,0.465455864,0.92150145
21069,15111,40.8,46885,0.157848325,0.81432491
21071,35780,42.9,38723,0.130509013,0.79290082
21073,51475,40,62929,0.315598515,0.91929319
21075,6480,39.2,35449,0.140262582,0.80350109
21077,8720,38.7,58641,0.130309208,0.84573564
21079,17175,43.5,58263,0.199185004,0.84906275
21081,25085,36.5,65461,0.157459251,0.88932437
21083,36701,39.9,52526,0.186378057,0.90116863
21085,26465,40,47024,0.132508736,0.83565367
21087,11198,45.1,38595,0.135467064,0.82930158
21089,35853,43.8,58562,0.176174103,0.89853091
21091,9058,41.2,68102,0.174237508,0.8719987
21093,111005,37.2,64136,0.23929587,0.92310088
21095,26589,41.2,35128,0.105203681,0.76952053
21097,18803,42.6,58840,0.180549164,0.86547016
21099,19345,40.3,45561,0.104984256,0.78396437
21101,44770,41,56912,0.188591869,0.89262559
21103,15731,41.4,58294,0.147475683,0.84159333
21105,4491,46.6,68589,0.22215441,0.88373512
21107,45223,41.4,54466,0.154654272,0.88583981
21109,13002,40.9,38516,0.111588929,0.7299592
21111,779232,38.5,66296,0.361121593,0.91297094
21113,53381,38.4,69905,0.303073644,0.89623647
21115,22631,41.7,44231,0.145663361,0.82797791
21117,169066,37.7,76016,0.364649874,0.91951874
21119,14282,44.2,38336,0.163019474,0.71742622
21121,30207,40.1,34254,0.167140476,0.79021665
21123,14902,41.3,57867,0.152326139,0.8441247
21125,62442,39.8,53693,0.165920219,0.83976516
21127,16228,41.2,42488,0.108617594,0.76947935
21129,7338,41.8,31682,0.07333957,0.73489242
21131,10468,43.2,37019,0.115538951,0.81984226
21133,21490,42.7,38466,0.1309098,0.78942577
21135,13063,42.5,36662,0.101720925,0.78669297
21137,24320,41.4,49487,0.153818552,0.82566832
21139,8980,46,56125,0.131868132,0.87026862
21141,27498,40.8,58869,0.171133801,0.87720698
21143,8721,47.9,64081,0.145243282,0.90515614
21145,67573,42.5,58490,0.281984829,0.92722292
21147,16892,39.2,35000,0.067985794,0.7798072
21149,9173,43.2,64020,0.179777045,0.91270215
21151,92955,34.4,59797,0.333385163,0.90751875
21153,11647,41.4,31927,0.108860142,0.72467659
21155,19627,39.8,49627,0.128387483,0.84361431
21157,31706,44.6,64597,0.224116189,0.92290299
21159,11298,39.8,45265,0.107915408,0.75287009
21161,17068,42.1,48460,0.225901584,0.85566229
21163,29964,39.2,68518,0.178217822,0.89623186
21165,6174,43.4,43797,0.107720337,0.79708495
21167,22662,43.1,60728,0.216584627,0.9011738
21169,10313,42.6,46932,0.141086351,0.83300836
21171,11331,41.2,47252,0.159775396,0.81572231
21173,28188,40.5,53436,0.18166207,0.85226622
21175,13840,42.3,46018,0.177488754,0.77488754
21177,30735,43,50935,0.133099426,0.84188463
21179,46779,39.9,66212,0.225311036,0.92224877
21181,7613,38.9,57539,0.070849421,0.81602317
21183,23782,41,52474,0.143887531,0.81833741
21185,67997,39.5,117334,0.453535801,0.94238528
21187,11229,42.9,56485,0.188727042,0.83799873
21189,4054,48,32844,0.110963895,0.71381252
21191,14638,41.7,58723,0.165521362,0.85539289
21193,28136,41.3,45330,0.132227609,0.79632559
21195,58196,42.5,41271,0.158484936,0.79757436
21197,13089,39.5,38415,0.15064498,0.81906898
21199,65145,41.8,48768,0.177890365,0.83776555
21201,2207,39,53798,0.121967213,0.84196721
21203,16171,42.9,45693,0.120431605,0.81917856
21205,24551,30.6,50038,0.270801179,0.86789673
21207,18021,42.4,48220,0.164385767,0.82675898
21209,57286,36.1,80782,0.31886283,0.94277092
21211,48105,40.6,81012,0.302141749,0.88551486
21213,19574,39.2,55907,0.145512239,0.90223633
21215,19549,42.9,101118,0.220719722,0.9255893
21217,26056,37.3,63211,0.229942441,0.883766
21219,12281,36.6,57891,0.16459822,0.78550834
21221,14154,45.8,55864,0.204820472,0.87849633
21223,8510,42,66492,0.136726547,0.85545576
21225,13495,41.3,58260,0.101938645,0.90573072
21227,135307,33.3,63074,0.329321438,0.88592054
21229,12025,42.3,65456,0.197879438,0.88134382
21231,19666,43.4,41583,0.138255416,0.76439567
21233,12951,39.7,55451,0.114519427,0.85673711
21235,36648,36.1,44332,0.187100949,0.82066437
21237,6573,41,28666,0.070472792,0.63581624
21239,26886,42.5,78295,0.406588109,0.91210498
22001,57674,36.7,44977,0.137040637,0.80107174
22003,22798,38.5,52755,0.120461422,0.79614221
22005,126973,36.2,93800,0.290336134,0.8880072
22007,21067,41.9,47023,0.134411148,0.79070554
