county_fips,pop_total,pop_density,area_land,median_income
27139,151347,425.0007,356.1100051,118268
27141,97820,225.9595,432.9094714,99431
27143,14950,25.38885,588.8410788,74781
27145,158622,118.1198,1342.891189,73105
27147,37396,87.05888,429.5483933,79722
27149,9682,17.17706,563.658766,69737
27151,9806,13.21518,742.0256156,58362
27153,25277,26.74538,945.0977657,63216
27155,3345,5.828828,573.8717801,63456
27157,21460,41.03859,522.9224043,75063
27159,14108,26.30386,536.3471954,54747
27161,18953,44.76773,423.3629994,71856
27163,268651,698.3062,384.7180883,110828
27165,11205,25.76173,434.9474484,65197
27167,6454,8.593438,751.0381917,67114
27169,49792,79.51744,626.1770726,66162
27171,142543,215.5956,661.1591899,102980
27173,9569,12.6057,759.1011912,70605
28001,29425,63.64315,462.3435784,37271
28003,34717,86.78285,400.044479,47716
28005,12683,17.37159,730.1002599,34866
28007,17842,24.27626,734.9568199,42680
28009,7637,18.78183,406.616321,38750
28011,30688,35.01171,876.5066464,37845
28013,13193,22.49164,586.5734915,44505
28015,9930,15.80234,628.3879246,42285
28017,17024,33.92711,501.7816484,40224
28019,8208,19.62711,418.1970635,41887
28021,9044,18.55502,487.4153857,34282
28023,15553,22.48922,691.575788,46329
28025,18598,45.35299,410.0722382,37412
28027,21264,38.44502,553.1015835,36075
28029,28210,36.293,777.2849851,46889
28031,18323,44.27787,413.8185042,40164
28033,186214,390.9218,476.3459043,79666
28035,77917,167.1888,466.041906,49340
28037,7690,13.63563,563.9635458,43942
28039,24547,51.27889,478.6960248,51349
28041,13672,19.18235,712.738388,50000
28043,21474,50.87154,422.1220855,45745
28045,46010,97.07487,473.9640554,63623
28047,208748,363.9037,573.6353497,55211
28049,226541,260.4383,869.845278,48596
28051,16848,22.26586,756.6740726,28818
28053,7744,18.49623,418.6798086,31907
28055,1206,2.920235,412.9803968,17900
28057,23888,44.83524,532.7951543,57252
28059,143721,198.8322,722.8254278,60045
28061,16320,24.13093,676.3105559,43914
28063,7207,13.8614,519.9331209,31544
28065,11291,27.64377,408.4464082,36473
28067,67152,96.6432,694.8445475,49451
28069,8980,11.72045,766.1823916,42947
28071,56172,88.92233,631.6973083,59748
28073,64425,129.7401,496.5698003,67972
28075,72741,103.3731,703.6744139,45649
28077,11933,27.71237,430.6020012,41096
28079,21335,36.60164,582.897354,46669
28081,83343,185.221,449.9651303,64479
28083,27920,46.99747,594.0744745,33115
28085,34855,59.4585,586.2072318,47069
28087,58547,115.8318,505.4483959,53687
28089,109257,152.9444,714.3577685,79105
28091,24362,44.91536,542.3979663,38399
28093,33980,48.11769,706.1852024,51431
28095,34168,44.65871,765.0915695,51190
28097,9803,24.08714,406.9805791,36845
28099,28970,50.81258,570.1343605,47400
28101,21275,36.8226,577.7701642,49160
28103,10261,14.76066,695.1584208,42298
28105,51388,112.1423,458.2393061,42953
28107,33157,48.39201,685.1750664,47894
28109,56351,69.45601,811.319305,54220
28111,11511,17.7836,647.2818994,48333
28113,40098,97.99484,409.1848086,40131
28115,31202,62.67809,497.8134818,54414
28117,24945,60.11058,414.9851876,51578
28119,6113,15.09339,405.0117421,31192
28121,157185,202.6895,775.4963374,76460
28123,27943,45.86599,609.231425,44968
28125,3910,9.056796,431.7200049,41000
28127,25889,43.94183,589.1652317,50867
28129,14310,22.49053,636.267819,51983
28131,18360,41.21354,445.4847142,55894
28133,25867,37.07154,697.7588591,37403
28135,12621,19.54957,645.5896722,35428
28137,28094,69.40844,404.7634754,61286
28139,21769,47.549,457.8224393,47968
28141,18837,44.39575,424.2974037,45545
28143,9787,21.55109,454.1301411,41676
28145,27880,67.08257,415.6072507,55970
28147,13888,34.38235,403.9282344,37145
28149,44341,75.34144,588.5340256,54117
28151,44604,61.61016,723.971552,38394
28153,19760,24.37351,810.7163678,34875
28155,9942,23.60635,421.1578308,55657
28157,8531,12.58062,678.106419,34928
28159,17741,29.21526,607.2511718,45516
28161,12499,26.75582,467.1506679,47006
28163,27467,29.77972,922.3391614,41867
29001,25299,44.59357,567.3238826,51020
29003,18069,41.76534,432.6315273,68774
29005,5270,9.629345,547.2854144,58521
29007,24873,35.93068,692.249595,51745
29009,34701,44.59583,778.1220299,55592
29011,11683,19.73379,592.0301716,48105
29013,16101,19.24354,836.6962874,54122
29015,19616,27.86232,704.0332604,50229
29017,10658,17.24863,617.9042312,52306
29019,184043,268.4601,685.5507655,66564
29021,84544,207.0891,408.24949,58303
29023,42280,60.85585,694.7564792,47245
29025,8876,20.81646,426.3933022,58269
29027,44517,53.34143,834.5671285,70599
29029,43227,65.89125,656.035509,59834
29031,81703,141.2284,578.5166696,65070
29033,8513,12.25559,694.6217079,59101
29035,5299,10.44429,507.3585206,45737
29037,108205,155.3298,696.6145635,82473
29039,14314,30.16842,474.4697319,43589
29041,7417,9.873825,751.1780039,61910
29043,89568,159.195,562.6307087,75787
29045,6693,13.2638,504.6064584,53362
29047,253085,636.4534,397.648891,82264
29049,21155,50.49648,418.94006,66494
29051,76890,196.3745,391.5477848,70667
29053,16893,29.91236,564.7498351,62239
29055,23023,31.00838,742.4767806,52367
29057,7598,15.50579,490.0103877,46806
29059,17158,31.71819,540.9513619,46547
29061,8418,14.94456,563.2820291,59706
29063,11838,28.09487,421.3580851,67910
29065,14509,19.27439,752.7607139,51410
29067,11803,14.50672,813.6231179,47848
29069,28174,51.99024,541.9093895,44868
29071,104858,113.6452,922.6783877,70111
29073,14801,28.51804,519.0048448,62638
29075,6219,12.65512,491.4218537,53799
29077,299188,443.0257,675.3288062,54968
29079,9878,22.69277,435.2928523,51045
29081,8190,11.33538,722.5167931,51809
29083,22064,31.65859,696.9355534,54903
29085,8452,21.19315,398.808186,33302
29087,4274,9.237225,462.6930843,55153
29089,10142,21.86713,463.8012037,59023
29091,39960,43.09858,927.1766943,46401
29093,9538,17.33353,550.2628862,53401
29095,715526,1183.627,604.5197182,65169
29097,122788,192.3051,638.5061985,54963
29099,226984,345.8747,656.2607703,77217
29101,54025,65.14837,829.260985,62503
29103,3772,7.483976,504.0101437,49167
29105,36060,47.16027,764.626616,49202
29107,32858,52.29834,628.2800384,78397
29109,38231,62.49574,611.7377162,52225
29111,9987,19.77554,505.0178395,49779
29113,60172,96.03513,626.5624088,82543
29115,11892,19.3181,615.5884089,58435
29117,14402,27.05604,532.3026732,58772
29119,23381,43.34271,539.4447604,46494
29121,15173,18.93766,801.2076041,54113
29123,12649,25.58529,494.3857346,54042
29125,8454,16.04233,526.9806655,56491
29127,28525,65.28622,436.9222159,62492
29129,3517,7.749509,453.8351961,55592
29131,24855,41.9443,592.5715795,53490
29133,12305,29.8958,411.5962607,40833
29135,15401,37.10787,415.0332743,66792
29137,8668,13.3842,647.6295272,50245
29139,11421,21.34579,535.0470257,58660
29141,21169,35.42131,597.6346701,48841
29143,16341,24.21306,674.8837693,44092
29145,59019,94.46751,624.7544375,60313
29147,21140,24.10589,876.9641867,53917
29149,8783,11.11991,789.8444132,41365
29151,13374,22.04821,606.5797865,70313
29153,8688,11.66166,745.0051135,39125
29155,15555,31.57702,492.6049943,37426
29157,18970,39.99113,474.3551244,61486
29159,43059,63.11453,682.2359455,57581
29161,44843,66.75186,671.7865009,53242
29163,17719,26.42896,670.4388376,53363
29165,107033,254.9476,419.8235112,92543
29167,31877,50.15841,635.5265522,54487
29169,53726,98.1992,547.1123913,62541
29171,4698,9.081472,517.3169667,50950
29173,10356,22.04403,469.7871341,62615
29175,24652,51.06969,482.7129207,51480
29177,23122,40.63752,568.981515,69779
29179,6102,7.547522,808.477247,43856
29181,10839,17.218,629.5157136,42541
29183,406262,724.8188,560.501451,99596
29185,9330,13.82261,674.9812277,43483
29186,18494,37.05076,499.1530401,61215
29187,66814,147.8558,451.8862759,53083
29189,999703,1967.94,507.9946193,78067
29195,23219,30.73288,755.510058,55396
29197,4066,13.23115,307.3050593,53728
29199,4720,10.81311,436.5071776,58656
29201,38055,90.606,420.0053313,54621
29203,7132,7.10486,1003.819891,46767
29205,6049,12.07714,500.8634048,50387
29207,28656,34.81293,823.1424578,51703
29209,31314,67.51363,463.8174138,58392
29211,5983,9.23328,647.9820972,53438
29213,56202,88.89443,632.2330822,54467
29215,24828,21.08953,1177.266823,42870
29217,19777,23.93176,826.3913995,53318
29219,35729,83.36404,428.5900691,75531
29221,23580,31.03179,759.8660318,49364
29223,11081,14.59591,759.1855036,42758
29225,39265,66.26298,592.5631779,65103
29227,1982,7.43356,266.6286454,43536
29229,18475,27.09842,681.7742044,43573
29510,298018,4828.575,61.71966202,52941
30001,9469,1.708377,5542.686622,55867
30003,13090,2.619145,4997.814884,52463
30005,7030,1.662915,4227.517002,58507
30007,6977,5.851425,1192.359131,61679
30009,10645,5.198309,2047.781163,66780
30011,1332,0.3987454,3340.477439,46486
30013,84423,31.28859,2698.204464,61351
30015,5897,1.484448,3972.519656,51791
30017,11957,3.160461,3783.308488,61114
30019,1535,1.076234,1426.269885,47378
30021,8915,3.758549,2371.926109,68168
30023,9435,12.80742,736.6825051,46436
30025,2941,1.814766,1620.594554,79750
30027,11496,2.649257,4339.329226,58321
30029,105950,20.82669,5087.222755,68025
30031,119685,45.93813,2605.352142,83434
30033,976,0.2087004,4676.559688,61786
30035,13781,4.601104,2995.151014,41078
30037,841,0.7160965,1174.42264,54792
30039,3368,1.95002,1727.162115,53917
30041,16238,5.600466,2899.40143,58427
30043,12273,7.406772,1656.997231,73875
30045,2039,1.090557,1869.686772,58750
30047,31509,21.14035,1490.467372,58009
30049,71487,20.67066,3458.380712,71967
30051,1993,1.393718,1429.987833,48047
30053,20157,5.579701,3612.559057,44593
30055,1746,0.6608066,2642.225406,79022
30057,8742,2.436349,3588.15651,61226
30059,1948,0.8144262,2391.868107,55753
30061,4652,3.814304,1219.619501,56098
30063,118541,45.71561,2593.008931,66840
30065,4924,2.634624,1868.957515,54875
30067,17320,6.180241,2802.479579,67602
30069,416,0.2512647,1655.62461,57981
30071,4233,0.8234733,5140.42158,61250
30073,5987,3.68529,1624.566724,59861
30075,1773,0.5375665,3298.196322,60313
30077,6998,3.008544,2326.041999,60994
30079,1283,0.7387988,1736.602727,44107
30081,44876,18.76898,2390.966469,67424
30083,11366,5.452481,2084.555783,67515
30085,10799,4.586337,2354.602242,51038
30087,8310,1.6593,5008.135191,57656
30089,12615,4.569989,2760.400496,47110
30091,3700,2.206399,1676.940811,67457
30093,35306,49.17384,717.9833482,56297
30095,8978,4.99681,1796.746203,78380
30097,3697,1.992416,1855.536134,64872
30099,6238,2.746063,2271.615751,65224
30101,5018,2.620551,1914.864162,54040
30103,680,0.6954383,977.8006817,70096
30105,7552,1.533054,4926.115574,59725
30107,2060,1.448174,1422.48087,48272
30109,1119,1.257909,889.5715038,58750
30111,165524,62.85905,2633.256469,72300
31001,31143,55.28926,563.2739735,61502
31003,6302,7.352212,857.1570092,61924
31005,485,0.6781777,715.1517675,66667
31007,670,0.8980766,746.0388048,62375
31009,384,0.5403108,710.7020913,52083
31011,5397,7.861122,686.5432396,66800
31013,10778,10.02467,1075.147258,67893
31015,1767,3.275705,539.4258321,57120
31017,2691,2.203202,1221.4038,44267
31019,50103,51.74752,968.2204057,70093
31021,6717,13.66396,491.5852892,54950
31023,8373,14.31543,584.8934713,75690
31025,26749,47.99348,557.3465082,87673
31027,8375,11.31384,740.2438374,72035
31029,3704,4.14121,894.4245549,57313
31031,5473,0.9182293,5960.384879,62373
31033,9489,7.933896,1196.007592,54038
31035,6088,10.63797,572.2894654,73933
31037,10563,25.66034,411.6469667,71205
31039,9000,15.77504,570.5216735,68917
31041,10566,4.102355,2575.593932,62288
31043,21308,80.62778,264.2761773,66112
31045,8279,5.928855,1396.391088,53760
31047,24037,23.72716,1013.058667,67462
31049,1858,4.22416,439.8508101,58875
31051,5579,11.71787,476.110314,60568
31053,37175,70.2652,529.0670258,66793
31055,582638,1784.984,326.4107293,76083
31057,1825,1.984389,919.6784294,58977
31059,5557,9.658124,575.3705237,72335
31061,2901,5.03807,575.8157582,55625
31063,2491,2.555838,974.6313079,62928
31065,4630,6.438321,719.1316469,58895
31067,21654,25.43158,851.4610323,60035
31069,1778,1.042592,1705.365443,47139
31071,1833,3.219573,569.3301807,64957
31073,1873,4.088135,458.1550926,76583
31075,649,0.8352799,776.9849992,65139
31077,2212,3.881988,569.811196,52813
31079,62575,114.5244,546.3899539,63553
31081,9400,17.33967,542.1096438,73254
31083,3094,5.590222,553.4663605,64583
31085,919,1.288803,713.0650119,59405
31087,2620,3.690439,709.9425387,49456
31089,10149,4.207267,2412.254895,66325
31091,659,0.9138054,721.1601351,43333
31093,6476,11.37462,569.3379398,70766
31095,7185,12.60133,570.1780487,54494
31097,5294,14.07698,376.0750583,64352
31099,6655,12.89121,516.2431455,74276
31101,8303,7.820155,1061.743668,59511
31103,987,1.276718,773.0761378,63977
31105,3395,3.566396,951.9414978,53151
31107,8415,7.593061,1108.248705,61250
31109,322063,384.5248,837.5610574,70387
31111,34532,13.46728,2564.1403,63019
31113,839,1.470129,570.6983538,69250
31115,629,1.116195,563.5214248,50000
31117,456,0.5306922,859.2552305,58250
31119,35538,62.06216,572.6194006,61139
31121,7675,15.75136,487.2594622,57873
31123,4562,3.203852,1423.91082,57325
31125,3366,7.622238,441.6025897,60054
31127,7019,17.22976,407.3766396,57196
31129,4092,7.114601,575.1552455,66000
31131,15995,25.98009,615.6637266,73031
31133,2553,5.922408,431.0746644,55833
31135,2860,3.237812,883.3125219,61786
31137,8966,16.61017,539.7896206,65114
31139,7301,12.73618,573.2487286,65603
31141,34219,50.76628,674.0497392,69943
31143,5182,11.81295,438.6709807,67695
31145,10690,14.90922,717.0057498,58344
31147,7850,14.22511,551.8409012,50321
31149,1312,1.301214,1008.289435,57566
31151,14275,24.86668,574.0614582,71104
31153,191272,803.3217,238.1013657,95911
31155,22374,29.87468,748.9285047,84474
31157,36048,48.73933,739.6080847,60137
31159,17644,30.87695,571.4295387,79677
31161,5102,2.090226,2440.884724,53609
31163,2970,5.248712,565.8531113,60194
31165,1162,0.562243,2066.721891,50833
31167,5828,13.62776,427.6564556,76035
31169,5006,8.724188,573.8069891,60305
31171,592,0.830776,712.5868135,70069
31173,6716,17.06371,393.5837849,63459
31175,4053,7.134159,568.1118028,62321
31177,20884,53.55456,389.9574392,89671
31179,9701,21.90257,442.9159548,64951
31181,3410,5.931331,574.9130822,62571
31183,771,1.340442,575.1833167,59167
31185,14212,24.82402,572.5100317,72914
32001,25409,5.132968,4950.15715,69922
32003,2265926,287.1292,7891.661385,69911
32005,49476,69.63181,710.537272,84262
32007,53600,3.121097,17173.44677,87755
32009,980,0.2735986,3581.889127,40694
32011,1622,0.388439,4175.688128,73929
32013,17266,1.790932,9640.79196,75574
32015,5728,1.037823,5519.246798,92388
32017,4507,0.4238537,10633.38625,67412
32019,59435,29.6722,2003.053506,70026
32021,4568,1.217717,3751.282838,46625
32023,51698,2.843375,18181.91353,53602
32027,6587,1.091179,6036.588624,66304
32029,4095,15.52314,263.7997829,86932
32031,486674,77.05569,6315.873464,81531
32033,8997,1.012416,8886.66505,71297
32510,58249,403.0124,144.5340195,67465
33001,63914,159.0505,401.8472611,80719
33003,50679,54.38457,931.8635916,77049
33005,76610,108.4039,706.7087693,76551
33007,31430,17.51391,1794.573652,55247
33009,90836,53.16404,1708.59857,79949
33011,422733,482.2802,876.5299731,95112
33013,153918,164.9889,932.8991609,88806
33015,315169,453.2254,695.3912929,110225
33017,130965,356.3962,367.470206,83212
33019,43356,80.606,537.8755917,70788
34001,274339,493.7906,555.5775795,73113
34003,953243,4094.894,232.7882291,118714
34005,461853,577.833,799.2845805,102615
34007,522581,2360.755,221.3618534,82005
34009,95456,379.5146,251.5213136,83870
34011,153588,317.7377,483.3799076,62310
34013,853374,6768.376,126.0825239,73785
34015,302621,939.7936,322.0079537,99668
34017,712029,15414.02,46.19358236,86854
34019,129099,301.7498,427.8345197,133534
34021,383732,1709.441,224.4780254,92697
34023,860147,2781.421,309.2473077,105206
34025,643064,1373.534,468.1821846,118527
34027,508816,1103.663,461.0246287,130808
34029,638691,1016.555,628.2898732,82379
34031,519986,2793.628,186.1328902,84465
34033,64840,195.3832,331.8606882,73378
34035,344978,1142.814,301.8670604,131948
34037,144808,279.2892,518.4876038,111094
34039,572079,5566.794,102.7663325,95000
34041,109739,307.7882,356.540611,92620
35001,674692,581.0073,1161.2453,62220
35003,3635,0.5249714,6924.187238,44777
35005,64701,10.6641,6067.177504,49673
35006,27211,5.993633,4539.98434,49866
35007,12370,3.291666,3757.976034,46286
35009,48327,34.38362,1405.523806,55427
35011,1695,0.7296263,2323.10698,34702
35013,219870,57.7361,3808.189036,51232
35015,61264,14.66928,4176.346812,77458
35017,28006,7.070067,3961.206974,44895
35019,4413,1.456545,3029.771665,38713
35021,671,0.3156936,2125.478215,39489
35023,4160,1.209818,3438.533998,53651
35025,73103,16.64628,4391.551887,65855
35027,20222,4.185783,4831.115214,47919
35028,19253,176.4342,109.1228037,135801
35029,25393,8.563734,2965.178514,38241
35031,72073,13.22182,5451.063501,44029
35033,4208,2.184556,1926.249394,40231
35035,67850,10.26077,6612.562035,50833
35037,8641,3.006658,2873.954913,38998
35039,40285,6.873548,5860.874154,52031
35041,19142,7.825675,2446.051006,52644
35043,149460,40.28361,3710.194154,76424
35045,121798,22.07592,5517.232395,50734
35047,27215,5.76404,4721.514682,43490
35049,154481,80.86401,1910.380088,70522
35051,11506,2.751833,4181.213405,35256
35053,16453,2.47548,6646.387007,40699
35055,34475,15.65357,2202.373064,55145
35057,15203,4.544703,3345.212769,50727
35059,4074,1.065084,3825.050321,41714
35061,76613,71.81948,1066.743994,56246
36001,315041,602.502,522.8879084,78829
36003,47222,45.87175,1029.43533,58725
36005,1443229,34219.09,42.17613055,47036
36007,198365,281.1094,705.6506146,58317
36009,77000,58.86118,1308.162799,56889
36011,76171,110.1394,691.5870066,63227
36013,127440,120.1799,1060.410386,54625
36015,83584,205.198,407.333322,61358
36017,47096,52.71293,893.4430522,61741
36019,79839,76.93463,1037.751119,67097
36021,61469,96.85291,634.6634625,81741
36023,46755,93.7399,498.7737333,65029
36025,44637,30.94213,1442.596139,58338
36027,296467,372.6325,795.6016229,94578
36029,951232,912.2498,1042.731973,68014
36031,37314,20.79792,1794.121548,68090
36033,47459,29.12853,1629.296025,60270
36035,53280,107.5365,495.4597041,60557
36037,58204,118.0755,492.9387843,68178
36039,48067,74.27357,647.1615096,70294
36041,5090,2.96382,1717.378323,66891
36043,60293,42.74323,1410.58581,68104
36045,117445,92.62838,1267.915953,62782
36047,2679620,38624.28,69.37656854,74692
36049,26690,20.90935,1276.462439,64401
36051,61980,98.10664,631.7615062,70443
36053,68020,103.8711,654.8501445,68869
36055,756406,1151.401,656.9439673,71450
36057,49624,123.1026,403.1109828,58033
36059,1389160,4882.089,284.542106,137709
36061,1645867,72639.64,22.6579737,99880
36063,212230,406.2963,522.3528263,65882
36065,231055,190.5697,1212.443264,66402
36067,472637,607.1961,778.3927092,71479
36069,112288,174.3399,644.0752127,76603
36071,401237,494.0866,812.078215,91806
36073,40148,102.6115,391.2623286,61069
36075,118037,124.0404,951.6012831,65054
36077,59678,59.57449,1001.737583,65778
36079,97942,425.3686,230.2520877,120970
36081,2360826,21713.92,108.7240744,82431
36083,160943,246.6716,652.4585102,83734
36085,492925,8569.25,57.52253987,96185
36087,337326,1942.176,173.6845854,106173
36089,108670,40.55766,2679.395197,58339
36091,236328,291.7738,809.9699118,97038
36093,159447,779.0489,204.6687969,75056
36095,29970,48.19731,621.8189243,71479
36097,17855,54.37905,328.3433653,61316
36099,33651,103.9582,323.6975615,64050
36101,93584,67.30203,1390.507805,62506
36103,1524486,1673.563,910.9221016,122498
36105,78725,81.31529,968.1450879,67841
36107,48344,93.19022,518.7668823,70427
36109,102555,216.0683,474.6415196,69995
36111,182153,162.0238,1124.236029,77197
36113,65684,75.74073,867.2216118,74531
36115,61310,73.76168,831.1903839,68703
36117,91324,151.2411,603.8303436,71007
36119,997904,2316.304,430.8174277,114651
36121,40338,68.05212,592.751571,65066
36123,24713,73.08522,338.1394879,63974
37001,171779,405.6633,423.452155,60866
37003,36505,140.4119,259.9850687,62764
37005,10989,46.79452,234.8351761,42115
37007,22200,41.77163,531.4611805,42000
37009,26759,62.77564,426.2640661,49176
37011,17679,71.47713,247.3378687,53513
37013,44711,53.69168,832.7360775,56081
37015,17818,25.48427,699.1764533,41652
37017,29807,34.06391,875.0317237,40476
37019,139721,164.3643,850.0690382,71193
37021,269449,410.4346,656.4968548,66531
37023,87799,173.4347,506.2366621,53732
37025,226396,626.7324,361.2323517,83828
37027,80716,171.0491,471.8879748,52362
37029,10547,43.8864,240.3250177,79120
37031,68353,134.6581,507.6041928,66965
37033,22747,53.47621,425.3667276,56999
37035,161011,401.15,401.3735847,62070
37037,76754,112.5955,681.6789699,84222
37039,28868,63.37081,455.5409647,49254
37041,13835,80.1299,172.6571459,51188
37043,11186,52.03192,214.9834208,57065
37045,99527,214.3826,464.2495023,50723
37047,50827,54.17957,938.1210909,43206
37049,101098,143.0822,706.5726142,61676
37051,335207,513.6812,652.5583902,55551
37053,28616,109.2588,261.9102421,82793
37055,37160,96.96552,383.2290065,79742
37057,169498,306.4065,553.1801136,58473
37059,43030,163.1784,263.6991121,69105
37061,49312,60.52629,814.7203153,49376
37063,325101,1130.611,287.5445106,74927
37065,49067,97.07851,505.4362877,46370
37067,383739,940.9203,407.8337104,61229
37069,69680,141.683,491.8021489,70493
37071,228972,643.6308,355.7505409,62628
37073,10509,30.85326,340.6122716,55750
37075,8047,27.56134,291.9669558,46010
37077,61161,114.9662,531.9909745,68079
37079,20407,76.50681,266.7344312,50320
37081,539557,835.277,645.9617635,62880
37083,48772,67.38902,723.7380868,41629
37085,134718,226.4422,594.9334128,64992
37087,62152,112.2769,553.5600134,56596
37089,116469,312.2917,372.949348,65508
37091,21633,61.25491,353.1635452,46196
37093,52612,134.8497,390.1530231,57141
37095,4636,7.570935,612.3418394,43724
37097,187839,327.0089,574.4156096,73103
37099,42388,86.31063,491.1098584,51482
37101,219042,276.5622,792.0170626,75288
37103,9263,19.65132,471.3678179,53053
37105,63560,249.1943,255.0619879,60941
37107,55071,137.9925,399.0867973,43063
37109,87933,297.2247,295.8468811,75672
37111,44629,101.44,439.9544461,53532
37113,37088,71.9346,515.5794204,51042
37115,21414,47.62738,449.6153279,56664
37117,21992,48.1845,456.4123571,44799
37119,1115403,2130.234,523.6058978,79265
37121,14989,67.74673,221.2505324,55534
37123,25839,52.56773,491.5372519,55523
37125,100759,144.4338,697.6135117,77981
37127,95015,175.8092,540.443758,56770
37129,228134,1186.624,192.2547409,67515
37131,17528,32.65821,536.7104404,45698
37133,203686,267.2746,762.0851865,59976
37135,145919,367.045,397.5507408,85785
37137,12317,36.6016,336.515363,55867
37139,40454,178.3076,226.8775917,61411
37141,61592,70.69012,871.2956879,74538
37143,13053,52.80926,247.1725552,59401
37145,39131,99.73757,392.3396093,60688
37147,171196,262.4232,652.3660434,54915
37149,19538,82.20056,237.6869453,60465
37151,144403,184.584,782.3157544,56423
37153,43149,91.09136,473.6892742,42354
37155,117573,124.1145,947.2947303,39393
37157,91209,161.2486,565.6422315,50737
37159,147067,287.4595,511.6095241,59717
37161,64680,114.3894,565.4370847,50512
37163,59317,62.70762,945.9297201,49963
37165,34222,107.2318,319.1404686,41948
37167,62723,158.7606,395.0790691,60634
37169,44696,99.46928,449.3447475,57539
37171,71429,134.1025,532.6446671,52743
37173,14130,26.77513,527.7285053,52818
37175,33131,87.56513,378.3583615,62056
37177,3389,8.672475,390.7765936,55341
37179,240109,379.4768,632.7369795,95533
37181,42492,168.3548,252.3955725,48340
37183,1132103,1356.443,834.6116075,96734
37185,18803,43.78993,429.3909871,42282
37187,11051,31.89232,346.5097877,38927
37189,54540,174.5617,312.4396128,50034
37191,117480,212.0876,553.921924,54323
37193,66125,87.73644,753.6777221,49119
37195,78667,214.0166,367.5743115,49827
37197,37280,111.3026,334.9428831,57486
37199,18538,59.3041,312.5922004,53103
38001,2190,2.217617,987.5466172,57950
38003,10826,7.258176,1491.55938,64447
38005,5960,4.292231,1388.555277,63220
38007,839,0.7305254,1148.488435,74000
38009,6411,3.841549,1668.857894,80113
38011,2975,2.560663,1161.8087,79709
38013,2184,1.978944,1103.619136,94583
38015,98443,60.29481,1632.694514,82141
38017,186328,105.5722,1764.934645,73249
38019,3691,2.478636,1489.125293,61174
38021,5003,4.42159,1131.493415,60250
38023,2195,1.740503,1261.129747,95938
38025,4049,2.01594,2008.491802,91758
38027,2345,3.720812,630.238744,50375
38029,3297,2.185759,1508.400799,63750
38031,3388,5.343177,634.0797008,78426
38033,1734,1.732467,1000.88507,84750
38035,72927,50.77685,1436.225465,64698
38037,2320,1.398236,1659.23304,57069
38039,2309,3.258146,708.6852171,66688
38041,2477,2.1877,1132.239179,66797
38043,2391,1.769719,1351.061877,57240
38045,4135,3.608186,1146.005124,70227
38047,1849,1.862787,992.5988352,59750
38049,5326,2.842137,1873.942323,78071
38051,2529,2.595009,974.5631069,64375
38053,14081,5.101564,2760.133622,83813
38055,9781,4.634975,2110.259291,80556
38057,8366,8.022779,1042.780899,82155
38059,33192,17.23465,1925.88783,79555
38061,9648,5.286103,1825.163125,81886
38063,3025,3.081028,981.8150571,62219
38065,1832,2.535977,722.4039154,69722
38067,6853,6.126762,1118.535307,64243
38069,3999,3.927193,1018.28465,59583
38071,11613,9.796966,1185.367036,61490
38073,5663,6.566009,862.4722462,71462
38075,2282,2.60133,877.2435146,77067
38077,16548,11.52629,1435.674222,67089
38079,12292,13.61177,903.0418118,53806
38081,3828,4.459026,858.4833721,75648
38083,1338,1.376223,972.2258852,68684
38085,3896,3.561075,1094.051611,41201
38087,837,0.688739,1215.264417,70625
38089,32989,24.71247,1334.913144,78734
38091,1774,2.491073,712.142864,85750
38093,21609,9.725445,2221.903484,59167
38095,2152,2.099281,1025.112765,61250
38097,8004,9.286773,861.8709894,81157
38099,10553,8.234194,1281.606877,68082
38101,69532,34.541,2013.028261,78143
38103,3990,3.140414,1270.532898,59732
38105,39076,18.80824,2077.600063,86139
39001,27509,47.11478,583.8719376,46234
39003,102087,253.6038,402.5452597,58976
39005,52522,124.1696,422.9858177,62254
39007,97666,139.0075,702.5950082,53663
39009,61276,121.6653,503.6440323,48750
39011,46263,115.2575,401.3880404,75231
39013,66554,125.0717,532.1266353,56943
39015,43715,89.29748,489.5435068,66677
39017,388327,832.3843,466.5236627,77062
39019,26761,67.81595,394.6122129,59872
39021,38715,90.24902,428.9797049,70486
39023,135877,343.2285,395.8790728,58954
39025,208851,461.4878,452.5601817,79573
39027,42077,102.9454,408.7314196,64210
39029,101723,191.2385,531.9169417,55473
39031,36629,64.95534,563.9105664,52048
39033,41861,104.1874,401.7855094,52486
39035,1256620,2748.449,457.2106064,60074
39037,51751,86.52534,598.1021935,60237
39039,38300,93.08784,411.4393735,69302
39041,216074,487.5906,443.1463559,123995
39043,75299,299.6521,251.2880955,65171
39045,159371,315.9833,504.3652341,82969
39047,28901,71.12151,406.3609129,56773
39049,1318149,2475.789,532.4156498,71070
39051,42602,105.0741,405.4471418,71453
39053,29276,62.75272,466.5295438,55533
39055,95455,238.4538,400.308091,97162
39057,167567,405.1132,413.6300863,81243
39059,38409,73.54642,522.2416289,53901
39061,827671,2041.345,405.453789,68249
39063,75072,141.2928,531.3222084,67006
39065,30622,65.11367,470.2852492,55876
39067,14528,36.10957,402.3310687,54056
39069,27601,66.34693,416.0101807,71616
39071,43285,78.26122,553.0836436,60522
39073,28104,66.69999,421.3493869,59007
39075,44273,104.7598,422.6144183,72987
39077,58518,118.8803,492.2430838,64144
39079,32563,77.47369,420.3104076,56549
39081,65280,159.9513,408.1243311,53124
