county_fips,pop_total,pop_density,area_land,median_income
17173,21042,27.74126,758.5090773,65585
17175,5395,18.72578,288.1055387,58125
17177,44482,78.83432,564.2466297,57527
17179,131276,203.0662,646.4688732,74606
17181,17122,41.41634,413.4116699,54090
17183,74113,82.50188,898.318837,52787
17185,11321,50.69338,223.3230301,54074
17187,16760,30.90061,542.384079,62700
17189,13781,24.49532,562.5972506,75111
17191,16127,22.59222,713.8297042,53522
17193,13834,27.94845,494.9826918,54605
17195,55569,81.22944,684.0992684,62828
17197,696774,833.5857,835.8756998,103678
17199,67120,159.7296,420.2100334,60325
17201,284591,554.7045,513.0497037,61738
17203,38414,72.81485,527.5572118,80093
18001,35827,105.7073,338.9264692,61731
18003,385456,586.5265,657.184302,66222
18005,82371,202.4158,406.9396584,76912
18007,8709,21.4287,406.4175,58620
18009,12074,73.13958,165.0816112,51108
18011,71235,168.4511,422.8822805,103038
18013,15513,49.72315,311.9874841,73933
18015,20397,54.79755,372.224662,61464
18017,37820,91.76402,412.1441428,55862
18019,121484,326.1393,372.4911158,69005
18021,26396,73.81425,357.6003472,68364
18023,33020,81.51733,405.0672173,59515
18025,10511,34.39314,305.6133017,46706
18027,33337,77.61558,429.5142927,64113
18029,50709,166.2117,305.0868436,80352
18031,26432,70.94548,372.5677926,71566
18033,43312,119.3719,362.8325568,68110
18035,112156,286.0323,392.10948,53377
18037,43584,102.0065,427.266968,68945
18039,206841,446.586,463.1605583,63978
18041,23391,108.7848,215.0209067,52219
18043,80191,540.17,148.4551125,75686
18045,16468,41.6208,395.6676,60559
18047,22850,59.43929,384.4258367,75985
18049,20420,55.42994,368.392947,62644
18051,33006,67.72157,487.3779245,64153
18053,66560,160.7386,414.0885657,53033
18055,30900,56.96195,542.4673535,57771
18057,349527,886.2678,394.3808234,114866
18059,80170,262.0302,305.9571241,85262
18061,39684,81.97385,484.1056067,71302
18063,175639,431.6584,406.8935485,95261
18065,48913,124.8171,391.8774728,57632
18067,83452,284.747,293.0741857,62014
18069,36699,95.9071,382.6515459,59894
18071,46212,90.6157,509.9778377,65609
18073,33045,59.0427,559.6797267,77777
18075,20451,53.27095,383.9053092,52231
18077,33057,91.64722,360.6983075,57801
18079,27610,73.3144,376.5972414,66892
18081,161952,505.4447,320.41489,82730
18083,36148,70.07726,515.8306772,58173
18085,80442,151.3643,531.4462059,70945
18087,40364,106.3243,379.6308307,81658
18089,497682,997.5999,498.8793956,66375
18091,112215,187.5606,598.286633,66854
18093,45113,100.4417,449.1459265,64210
18095,130545,288.8668,451.9210684,60060
18097,971737,2450.42,396.5594034,59504
18099,46208,104.1613,443.6198098,66016
18101,9863,29.3751,335.7605302,65489
18103,35952,96.1689,373.8422634,59551
18105,140065,355.0247,394.5218711,60308
18107,38018,75.33579,504.6472308,62937
18109,71757,177.6897,403.8330988,79134
18111,13829,34.4215,401.7546954,63673
18113,47431,115.4472,410.8458263,70286
18115,5974,69.34437,86.14974896,66333
18117,19768,49.62114,398.3785933,60775
18119,21361,55.44066,385.294857,57947
18121,16327,36.7129,444.7211091,63393
18123,19186,50.25932,381.7401471,58936
18125,12227,36.5694,334.3506209,64182
18127,173355,414.6128,418.1129982,82915
18129,25226,61.61926,409.3849639,75594
18131,12498,28.81882,433.6749051,56823
18133,36942,76.87644,480.537306,70609
18135,24586,54.34821,452.3792512,59674
18137,28990,64.93778,446.4273224,70285
18139,16716,40.95686,408.1367358,62386
18141,272388,595.0182,457.780975,61877
18143,24403,128.1653,190.4025254,49343
18145,44940,109.3068,411.1364223,66449
18147,19935,50.22829,396.8878559,66168
18149,23308,75.39523,309.1442153,59916
18151,34507,111.7526,308.7802291,68837
18153,20791,46.49193,447.1958696,54556
18155,9896,44.84575,220.6675367,66525
18157,186955,374.7362,498.897632,55728
18159,15328,58.83147,260.5408087,71947
18161,7041,43.68134,161.1901213,68514
18163,179900,770.7758,233.4012235,58839
18165,15488,60.2894,256.8942497,59567
18167,106355,263.4954,403.6313126,52789
18169,31032,75.22198,412.5390172,66194
18171,8454,23.1813,364.6904681,72833
18173,64065,166.4704,384.8431236,91105
18175,28133,54.76665,513.6885206,60695
18177,66522,165.5787,401.754473,54854
18179,28167,76.52264,368.0871294,68074
18181,24630,48.75886,505.1389705,65345
18183,34259,102.0923,335.5690482,73636
19001,7479,13.13786,569.2706777,63172
19003,3680,8.690868,423.4329302,64750
19005,14046,21.97878,639.0711308,64049
19007,12279,24.69139,497.2988107,50684
19009,5651,12.75732,442.9613234,54973
19011,25652,35.8217,716.1022831,79444
19013,131041,231.6207,565.7567402,62329
19015,26700,46.80215,570.4865351,75759
19017,25012,57.43556,435.4793181,84727
19019,20631,36.12638,571.0785996,73493
19021,20687,35.9837,574.8991455,62662
19023,14376,24.78031,580.1381257,65743
19025,9893,17.36083,569.8460873,65614
19027,20728,36.39983,569.4532886,68041
19029,13116,23.24467,564.2583919,60815
19031,18479,31.88994,579.46165,76959
19033,42979,75.62732,568.2998995,63149
19035,11601,20.10897,576.9065803,63638
19037,11957,23.70897,504.3238193,72734
19039,9737,22.58581,431.1114831,63120
19041,16423,28.95258,567.2379393,61756
19043,17123,21.99593,778.4622446,60441
19045,46488,66.89318,694.9587102,61080
19047,16450,23.03281,714.1984349,61188
19049,100367,170.606,588.2970021,99533
19051,9093,18.10675,502.1883839,77176
19053,7684,14.4468,531.8825446,56068
19055,17523,30.33322,577.683529,75896
19057,38824,93.29798,416.1290384,58084
19059,17692,46.49275,380.5324689,72446
19061,98812,162.44,608.2986022,73495
19063,9349,23.61517,395.8895995,64461
19065,19519,26.70847,730.8168161,56043
19067,15601,31.16643,500.5706343,62356
19069,10015,17.20873,581.9719937,62214
19071,6639,12.98791,511.1676996,69375
19073,8801,15.45234,569.5578636,56884
19075,12351,24.61067,501.8554835,80701
19077,10619,17.97991,590.6037804,75795
19079,14979,25.97226,576.7306906,66685
19081,10790,18.89652,571.0046162,67865
19083,16861,29.61671,569.3069034,64656
19085,14623,20.9837,696.8743701,75830
19087,20436,47.05635,434.2877759,62365
19089,9479,20.02973,473.2465108,63947
19091,9606,22.11469,434.3718905,66617
19093,6969,16.15014,431.5133259,63125
19095,16575,28.26303,586.455128,69787
19097,19470,30.6112,636.041767,69709
19099,37808,51.76156,730.4261919,67784
19101,15785,36.24368,435.5241924,52210
19103,153360,250.1805,612.9973606,72977
19105,20733,36.01865,575.6184199,68781
19107,10026,17.31082,579.1752054,60016
19109,14718,15.1306,972.7310675,62553
19111,33442,64.61597,517.5500859,58094
19113,229308,319.8112,717.0104448,75457
19115,10823,26.93785,401.7766878,72500
19117,8666,20.12163,430.6808773,63405
19119,12023,20.46087,587.6094067,73735
19121,16609,29.60574,561.0060896,88110
19123,22059,38.64231,570.8509167,65200
19125,33487,60.3924,554.4902664,74193
19127,40049,69.95421,572.5030633,70828
19129,14605,33.38814,437.4308082,81907
19131,10537,22.45468,469.2563023,66056
19133,8671,12.49293,694.0723432,59897
19135,7574,17.46335,433.7082149,76324
19137,10285,24.25154,424.096853,61261
19139,42968,98.22603,437.4400499,67427
19141,14138,24.67214,573.0350812,65076
19143,6149,15.42314,398.686709,67561
19145,15225,28.46094,534.9436368,58264
19147,8938,15.85135,563.863814,67306
19149,25621,29.6942,862.8283745,79963
19151,7061,12.23233,577.2409633,61434
19153,493378,861.9469,572.3995262,78827
19155,93543,98.33498,951.2687781,68718
19157,18608,31.81274,584.9229263,61192
19159,4690,8.758209,535.4975977,67898
19161,9778,17.00456,575.0220557,68778
19163,174315,380.5206,458.0961333,72792
19165,11737,19.86699,590.7789781,70295
19167,35815,46.63949,767.9114374,81914
19169,98573,172.1666,572.5441817,66197
19171,17017,23.60157,721.0112788,65483
19173,5916,11.12236,531.9016212,65926
19175,12107,28.57816,423.6451443,56495
19177,7207,14.86617,484.7920654,58417
19179,35292,81.72424,431.8425197,56209
19181,52709,92.52738,569.6583861,89741
19183,22534,39.61477,568.8283096,71122
19185,6484,12.33946,525.4686771,58257
19187,36986,51.67776,715.7044434,65335
19189,10704,26.72732,400.4890957,62853
19191,20050,29.06456,689.8436286,67770
19193,105526,120.8918,872.8963377,68399
19195,7417,18.53678,400.1234539,69897
19197,12897,22.22042,580.4120668,58240
20001,12554,25.09307,500.2973852,55059
20003,7799,13.45487,579.6412956,67651
20005,16309,37.8246,431.1743962,55281
20007,4081,3.598527,1134.075074,53774
20009,25477,28.45774,895.2572012,54634
20011,14405,22.66858,635.4611187,55826
20013,9486,16.6167,570.871377,55876
20015,67618,47.29471,1429.71582,77724
20017,2570,3.32448,773.0533053,52481
20019,3389,5.304587,638.8810079,51210
20021,19380,32.98348,587.5668057,53382
20023,2619,2.567925,1019.889649,52730
20025,1977,2.028446,974.6378315,58287
20027,8088,12.53374,645.2981373,57765
20029,9008,12.59258,715.3417915,51197
20031,8334,13.29431,626.8847331,67645
20033,1825,2.315116,788.2975334,49754
20035,34661,30.78958,1125.738133,55726
20037,39012,66.14774,589.7707881,49779
20039,2771,3.101227,893.5173815,49412
20041,18492,21.8306,847.0677949,62971
20043,7501,19.06328,393.4789134,66358
20045,119094,261.3052,455.76588,66153
20047,2849,4.581163,621.8944891,52750
20049,2453,3.807444,644.2642977,50000
20051,28921,32.13757,899.9123703,59665
20053,6374,8.90752,715.5751579,59844
20055,38187,29.32955,1301.99752,68481
20057,34212,31.15079,1098.270787,67997
20059,25968,45.41672,571.7718291,68217
20061,36247,94.23333,384.6515922,57992
20063,2758,2.573563,1071.665938,59417
20065,2430,2.704427,898.5268997,47071
20067,7336,12.76252,574.8080624,84808
20069,5719,6.582132,868.8674326,74500
20071,1279,1.643105,778.4043231,69948
20073,6001,5.248823,1143.303966,51812
20075,2520,2.528816,996.5135777,58750
20077,5457,6.810403,801.2741248,53032
20079,33959,62.91548,539.7558661,70685
20081,3735,6.467297,577.521082,66458
20083,1770,2.058158,859.9920988,63125
20085,13274,20.22799,656.2194049,70385
20087,18387,34.52142,532.6257882,74562
20089,2929,3.218784,909.9708447,47109
20091,610742,1289.509,473.6236925,103644
20093,3964,4.553478,870.5433014,68750
20095,7369,8.534673,863.4191541,59640
20097,2445,3.38343,722.6395551,70347
20099,20096,31.13761,645.3932234,56143
20101,1528,2.129887,717.4088281,52222
20103,82050,177.0582,463.4069223,84307
20105,2929,4.071472,719.3959014,52540
20107,9696,16.32101,594.0809981,56697
20109,2752,2.564788,1072.99329,70382
20111,32182,37.97384,847.4781875,56415
20113,30085,33.4916,898.285033,71250
20115,11867,12.567,944.2988246,60011
20117,10014,11.12446,900.1781568,64306
20119,4019,4.10906,978.0826784,74063
20121,34312,59.58196,575.8789678,85564
20123,5829,8.30588,701.7920145,63008
20125,31448,48.86312,643.5937526,51513
20127,5385,7.744382,695.342712,52866
20129,2688,3.683551,729.7306397,57943
20131,10219,14.24395,717.4272128,72788
20133,15826,27.69295,571.4812825,54894
20135,2677,2.490836,1074.739435,64907
20137,5431,6.185341,878.0437407,52710
20139,15787,22.37683,705.5065027,66155
20141,3493,3.913656,892.5157151,58750
20143,5768,8.002993,720.7304188,74551
20145,6288,8.336617,754.2628182,54141
20147,4960,5.599009,885.87115,57611
20149,25482,30.3092,840.7347802,85241
20151,9175,12.48234,735.0385129,61685
20153,2544,2.378868,1069.41639,61827
20155,61881,49.29548,1255.307747,57390
20157,4686,6.532128,717.3772481,54531
20159,9441,12.99995,726.2335053,58523
20161,72105,118.2709,609.6595104,56327
20163,4925,5.530433,890.5270109,60821
20165,2939,4.094666,717.7629796,53523
20167,6702,7.562115,886.259995,49929
20169,54160,75.1965,720.2463394,59887
20171,5128,7.146191,717.5851131,53365
20173,522700,524.3066,996.9357325,65372
20175,21942,34.30298,639.6528663,57131
20177,178625,328.3392,544.0257484,63463
20179,2450,2.734506,895.9572013,66719
20181,5940,5.624659,1056.064099,61404
20183,3561,3.976708,895.4642755,50943
20185,4054,5.11839,792.0460234,60000
20187,2060,3.027845,680.3519646,66000
20189,5275,7.253254,727.259734,67950
20191,22517,19.05527,1181.667869,59397
20193,7907,7.357495,1074.686456,72417
20195,2798,3.145679,889.4741443,77500
20197,6922,8.714196,794.3360479,70000
20199,1489,1.629723,913.6522208,57708
20201,5529,6.179319,894.7587402,59432
20203,2131,2.965627,718.5663192,69551
20205,8667,15.19402,570.4218429,55439
20207,3134,6.295465,497.818671,50670
20209,167989,1107.833,151.6375335,57771
21001,18887,46.60092,405.2924292,49690
21003,20773,60.43512,343.7239709,57159
21005,23839,117.8634,202.2595441,69885
21007,7742,31.3321,247.0948406,57111
21009,44511,91.32987,487.3651739,48141
21011,12739,45.82499,277.9924293,51471
21013,24248,67.54333,358.9991367,33658
21015,136150,552.8538,246.2676553,91697
21017,20228,69.81194,289.7498521,54580
21019,48242,301.7646,159.8663036,58327
21021,30613,169.7554,180.3359212,56568
21023,8420,41.54635,202.6652046,59911
21025,13580,27.57798,492.4217904,38209
21027,20528,36.03143,569.7247586,51756
21029,82482,277.6386,297.0840143,73900
21031,12365,29.01822,426.1116515,47589
21033,12635,36.64074,344.8347591,52488
21035,37345,97.03791,384.8495978,48276
21037,93122,615.3981,151.3199289,71979
21039,4782,25.23977,189.4628701,53065
21041,10842,84.24251,128.6998766,50625
21043,26671,65.13105,409.497471,47004
21045,15942,35.88458,444.2576383,42190
21047,72766,101.3935,717.6595413,48920
21049,36897,146.1373,252.4817876,61878
21051,20322,43.30318,469.2957404,37888
21053,9295,47.16757,197.0633625,41180
21055,8979,24.97175,359.566293,45810
21057,5974,19.57747,305.1467173,40515
21059,102916,224.5129,458.3967617,64021
21061,12179,40.22048,302.8059373,53029
21063,7378,31.48673,234.3209003,39469
21065,14138,55.86352,253.0810923,39980
21067,321276,1131.83,283.8552518,66087
21069,15111,43.33868,348.6723799,46885
21071,35780,90.97374,393.3003056,38723
21073,51475,247.5848,207.9085463,62929
21075,6480,31.46672,205.9318267,35449
21077,8720,88.72485,98.28137582,58641
21079,17175,74.69843,229.9245,58263
21081,25085,97.2378,257.9758053,65461
21083,36701,66.51665,551.7565888,52526
21085,26465,52.97917,499.5359546,47024
21087,11198,39.15894,285.9628384,38595
21089,35853,104.0866,344.453599,58562
21091,9058,48.26426,187.6750997,68102
21093,111005,177.9213,623.8993046,64136
21095,26589,57.07879,465.8297413,35128
21097,18803,61.35587,306.4580315,58840
21099,19345,46.8777,412.6695629,45561
21101,44770,102.5986,436.3606441,56912
21103,15731,54.9553,286.2508151,58294
21105,4491,18.53251,242.3308957,68589
21107,45223,83.40847,542.187136,54466
21109,13002,37.66213,345.2274095,38516
21111,779232,2046.143,380.8297367,66296
21113,53381,310.1534,172.1116237,69905
21115,22631,86.3891,261.9659149,44231
21117,169066,1054.218,160.3710658,76016
21119,14282,40.62881,351.5239515,38336
21121,30207,78.1896,386.3301791,34254
21123,14902,57.08703,261.0400357,57867
21125,62442,143.974,433.7032233,53693
21127,16228,39.04742,415.5972676,42488
21129,7338,35.1402,208.8206864,31682
21131,10468,26.11267,400.8781137,37019
21133,21490,63.59237,337.9336244,38466
21135,13063,27.05352,482.8576256,36662
21137,24320,73.05428,332.9031764,49487
21139,8980,28.69379,312.9596709,56125
21141,27498,49.79573,552.2160072,58869
21143,8721,40.79332,213.785009,64081
21145,67573,271.6115,248.7855357,58490
21147,16892,39.5871,426.7046056,35000
21149,9173,36.3251,252.5251298,64020
21151,92955,212.2604,437.9290715,59797
21153,11647,37.76057,308.4434492,31927
21155,19627,57.1298,343.5510219,49627
21157,31706,104.9433,302.1249643,64597
21159,11298,49.20267,229.6216971,45265
21161,17068,71.07902,240.1271357,48460
21163,29964,98.09364,305.4632099,68518
21165,6174,30.33333,203.5384751,43797
21167,22662,90.87238,249.3826906,60728
21169,10313,35.60489,289.6512324,46932
21171,11331,34.3911,329.4747868,47252
21173,28188,142.8136,197.3762226,53436
21175,13840,36.31559,381.1036036,46018
21177,30735,65.77426,467.2800523,50935
21179,46779,111.7283,418.6852943,66212
21181,7613,38.97988,195.3058748,57539
21183,23782,40.50792,587.0950321,52474
21185,67997,363.0532,187.2921234,117334
21187,11229,32.03848,350.4848486,56485
21189,4054,20.53677,197.4019957,32844
21191,14638,52.81653,277.1480949,58723
21193,28136,82.82024,339.7237053,45330
21195,58196,74.0198,786.2220458,41271
21197,13089,73.1385,178.9618176,38415
21199,65145,98.98959,658.099531,48768
21201,2207,22.16071,99.59066992,53798
21203,16171,51.08244,316.5667424,45693
21205,24551,87.71944,279.8809323,50038
21207,18021,71.15279,253.2718576,48220
21209,57286,203.0044,282.1908735,80782
21211,48105,126.662,379.7902137,81012
21213,19574,83.58695,234.1753058,55907
21215,19549,104.7248,186.6702703,101118
21217,26056,97.80264,266.4140591,63211
21219,12281,32.79197,374.5124873,57891
21221,14154,32.06379,441.4325317,55864
21223,8510,57.5893,147.770507,66492
21225,13495,39.35802,342.878055,58260
21227,135307,249.7712,541.7237146,63074
21229,12025,40.44949,297.2843426,65456
21231,19666,42.93481,458.0432527,41583
21233,12951,39.00592,332.0264959,55451
21235,36648,83.68622,437.9215595,44332
21237,6573,29.58687,222.1593614,28666
21239,26886,141.8236,189.5734868,78295
22001,57674,88.01913,655.2438822,44977
22003,22798,29.91533,762.0841487,52755
22005,126973,437.8835,289.9698501,93800
22007,21067,61.23756,344.0208928,47023
22009,39529,47.51411,831.9422762,38696
22011,36553,31.57988,1157.477437,68525
22013,12958,15.97104,811.3436695,34268
22015,128877,153.5025,839.5759548,64598
22017,236259,268.6384,879.4683527,47572
22019,210770,198.077,1064.081384,64370
22021,9658,18.23055,529.7701889,45707
22023,5447,4.240101,1284.639058,69847
22025,8895,12.56312,708.024902,48259
22027,14203,18.81704,754.7944407,32034
22029,18677,26.79419,697.054164,38929
22031,26821,30.60189,876.4491202,49807
22033,454369,997.5125,455.5020703,62083
22035,7371,17.51301,420.8871022,30856
22037,19452,42.91266,453.2927998,64709
22039,32335,48.81266,662.430646,34526
22041,19752,31.63871,624.2984786,41129
22043,22185,34.49226,643.187709,57362
22045,69958,121.7209,574.7410474,55190
22047,30210,48.82665,618.7194813,59410
22049,15093,26.50789,569.3777238,40406
22051,436171,1449.729,300.8637384,63257
22053,32277,49.54104,651.5204487,52470
22055,243175,904.5795,268.8265737,66617
22057,97220,91.0476,1067.793105,61381
22059,14764,23.62794,624.8535762,59926
22061,48323,102.4582,471.6363226,37001
22063,143425,221.29,648.1314477,77978
22065,10028,16.06602,624.1746294,34508
22067,25438,31.9995,794.9499071,37875
22069,37478,29.9029,1253.323194,41310
22071,380408,2244.302,169.4994973,51116
22073,159585,261.4649,610.3495275,49261
22075,23305,29.87102,780.1875345,77996
22077,20652,37.0855,556.8752782,53045
22079,129536,98.07161,1320.830805,55407
22081,7631,19.61798,388.9798161,43821
22083,20028,36.04666,555.6131627,48125
22085,22209,25.62701,866.6247041,40777
22087,44038,116.6518,377.5165229,55857
22089,52191,187.9119,277.7417903,79191
22091,10872,26.61271,408.5265692,46402
22093,20090,84.46098,237.8613028,62946
22095,41986,195.7628,214.4738647,65114
22097,82574,89.363,924.0289669,44478
22099,51856,70.31607,737.4701288,50806
22101,49114,87.93484,558.5271777,47322
22103,266168,314.8918,845.2681758,76914
22105,133953,169.3097,791.1714186,55274
22107,4127,6.843968,603.0127707,35653
22109,108862,88.51373,1229.888213,63088
22111,21049,24.00352,876.9129865,47068
22113,57202,48.80482,1172.056359,56194
22115,48452,36.51994,1326.727432,56547
22117,45514,67.96815,669.6371288,41803
22119,36761,61.95828,593.3186285,34263
22121,27377,142.3318,192.3463306,80510
22123,9800,27.24599,359.685892,45035
22125,15358,38.0793,403.3162532,71985
22127,13665,14.38416,950.0034996,44922
23001,111532,238.3396,467.9540569,64500
23003,67237,10.07887,6671.087267,50843
23005,303357,362.7824,836.1954542,87710
23007,29839,17.58331,1697.006559,56890
23009,55851,35.18998,1587.128082,64149
23011,124003,142.9475,867.4722755,62118
23013,40729,111.5417,365.1457845,68904
23015,35466,77.79907,455.8666002,69638
23017,58276,28.05835,2076.957194,54780
23019,152640,44.93136,3397.181998,59438
23021,16936,4.275853,3960.846793,51805
23023,36868,145.1618,253.9787026,77591
23025,50656,12.90839,3924.270055,53527
23027,39772,54.48359,729.981254,62694
23029,31096,12.13394,2562.729427,51669
23031,212691,214.5801,991.196265,79743
24001,68161,161.4429,422.1988364,55248
24003,588109,1417.791,414.8064315,116009
24005,850737,1421.785,598.3582441,88157
24009,93244,437.3759,213.1896086,128078
24011,33320,104.307,319.4417395,65326
24013,173225,386.9827,447.6298361,111672
24015,103876,299.9597,346.2998717,86869
24017,167035,364.8439,457.8258988,116882
24019,32557,60.2055,540.7645503,57490
24021,273829,414.5119,660.6058221,115724
24023,28856,44.45695,649.0773177,64447
24025,261059,597.2178,437.1252871,106417
24027,332011,1323.017,250.9498824,140971
24029,19289,69.63847,276.9877235,71635
24031,1056910,2143.19,493.1480825,125583
24033,957189,1983.222,482.6433358,97935
24035,50316,135.3785,371.6691197,108332
24037,113814,317.4162,358.5639594,113668
24039,24672,77.1606,319.7486938,52149
24041,37663,140.2417,268.5578713,81667
24043,154645,337.8121,457.7840886,73017
24045,103815,277.262,374.4292128,69421
24047,52827,112.7812,468.4023555,76689
24510,584548,7221.451,80.94606153,58349
25001,229436,582.0292,394.2001152,90447
25003,128763,138.9218,926.8738419,69744
25005,576699,1042.647,553.1104793,80628
25007,20543,199.0554,103.2024056,93225
25009,806103,1636.711,492.5140101,94378
25011,70980,101.5149,699.2078357,70383
25013,464575,752.952,617.004817,66619
25015,153931,291.9587,527.2355795,84025
25017,1623109,1984.565,817.8664117,121304
25019,14065,304.4884,46.19222946,135590
25021,722112,1823.039,396.1033457,120621
25023,529548,804.1646,658.5069583,105387
25025,785443,13483.23,58.25332318,87669
25027,858898,568.5548,1510.668831,88524
26001,10238,15.17516,674.6553451,50295
26003,8866,9.689255,915.0342318,55528
26005,120189,145.6389,825.2531332,75543
26007,28911,50.55285,571.8965184,49133
26009,23662,49.74364,475.6789174,68850
26011,15031,41.38737,363.1783807,53487
26013,8245,9.177151,898.4269703,51911
26015,62581,113.145,553.1042028,75182
26017,103752,234.5158,442.4093393,57887
26019,18058,56.48492,319.6959368,71327
26021,153938,271.1222,567.7808299,60379
26023,44795,88.45587,506.4107231,60600
26025,134011,189.7469,706.2620028,58191
26027,51604,105.291,490.1084885,65183
26029,26174,62.86845,416.3296386,69764
26031,25709,35.94262,715.2789774,59557
26033,36670,23.52892,1558.507446,58408
26035,30998,54.92525,564.3670195,47816
26037,79249,139.6829,567.3491862,82594
26039,13197,23.7179,556.4151185,57998
26041,36839,31.45672,1171.101148,53852
26043,25937,34.08513,760.9476121,59651
26045,109072,189.6217,575.2085709,77158
26047,34072,72.87398,467.5468767,69690
26049,405280,636.2895,636.9427627,58594
26051,25461,50.74073,501.7862446,53717
26053,14597,13.24429,1102.135615,47913
26055,95315,205.2715,464.3361869,75553
26057,41534,73.07427,568.3806041,57934
26059,45698,76.39861,598.1522571,59425
26061,37414,37.07658,1009.100533,52736
26063,31461,37.63199,836.0174395,54475
26065,282540,508.0884,556.0842938,62548
26067,66663,116.6825,571.3195768,71720
26069,25319,46.10963,549.1044067,46224
26071,11585,9.934858,1166.096177,52241
26073,64938,113.3893,572.6997592,52638
26075,160637,228.8612,701.8970343,62581
26077,261426,465.2077,561.9554685,67905
26079,17934,32.03967,559.7435787,56380
26081,657321,774.293,848.9305742,76247
26083,2088,3.865866,540.1118461,55560
26085,12285,21.644,567.5938205,45946
26087,88687,137.0778,646.9828524,75402
26089,22426,64.59115,347.1992612,82345
26091,99263,132.4146,749.6379443,65484
26093,194302,343.7252,565.2829403,96135
26095,5442,6.052887,899.0750783,51015
26097,10843,10.61084,1021.879144,60620
26099,878453,1832.6,479.34779,73876
26101,25058,46.20473,542.3254162,59467
26103,66376,36.69106,1809.05126,63115
26105,29178,58.94917,494.9688045,60744
26107,40128,72.28258,555.1545351,54132
26109,23433,22.44452,1044.041038,54074
26111,83503,161.2466,517.8590665,73643
26113,15089,26.71623,564.7878399,57667
26115,154823,281.8278,549.3531924,72573
26117,66901,94.85078,705.3289328,61250
26119,9261,16.9406,546.6747676,46345
26121,175947,349.1611,503.9135749,61347
26123,50130,59.75778,838.8866296,59065
26125,1272264,1466.746,867.4055571,92620
26127,26707,49.63155,538.1053503,60691
26129,20820,36.94744,563.5032379,50377
26131,5862,4.471473,1310.977527,48316
26133,23022,40.65435,566.2861882,54875
26135,8264,14.60913,565.6736634,48692
26137,25221,48.97221,515.006383,62865
26139,296183,525.5949,563.5195468,83932
26141,13083,19.86133,658.7171956,55986
26143,23556,45.309,519.8966976,49898
26145,189821,237.0373,800.8063049,56579
26147,160257,222.1106,721.5189816,66887
26149,60887,121.6184,500.6395273,62281
26151,40759,42.34387,962.5714776,55740
26153,8062,6.879565,1171.876367,55071
26155,68124,128.3018,530.9669697,62498
26157,53218,66.12243,804.8403993,59815
26159,75636,124.4436,607.7932716,65531
26161,370231,524.4041,706.003234,84245
26163,1781641,2911.876,611.8533121,57223
26165,33766,59.77078,564.9248846,58652
27001,15859,8.707187,1821.36897,56406
27003,363985,862.5973,421.9639875,95782
27005,35202,26.76883,1315.036777,68683
27007,46274,18.47529,2504.642857,62173
27009,41300,101.1519,408.2966377,70346
27011,5161,10.34001,499.1291203,63024
27013,69022,92.29561,747.8362,70906
27015,25880,42.34921,611.1093766,67038
27017,36362,42.22293,861.1908565,74660
27019,107216,302.9738,353.8787176,116308
27021,30288,14.9832,2021.463846,61970
27023,12466,21.44786,581.2235115,62112
27025,56927,137.2067,414.8995903,97446
27027,65307,62.48421,1045.175944,75006
27029,8541,8.54952,999.0034116,62723
27031,5611,3.862817,1452.566841,71937
27033,11481,17.93982,639.9729667,63586
27035,66558,66.66739,998.3591584,65975
27037,439179,780.684,562.5567254,101360
27039,20893,47.54932,439.3963833,92890
27041,39081,61.36341,636.8778728,72472
27043,13931,19.55285,712.4794709,64000
27045,21251,24.67221,861.3333869,73234
27047,30857,43.62985,707.2451363,65679
27049,47697,63.0318,756.7132635,78338
27051,6091,11.11902,547.7999867,67600
27053,1270787,2293.816,554.0056927,92595
27055,18826,34.09807,552.1133102,71580
27057,21479,23.19516,926.0120371,67197
27059,41257,94.67862,435.7583495,84063
27061,45054,16.89023,2667.458623,63962
27063,9990,14.21109,702.9723381,68368
27065,16145,30.95226,521.6096816,68995
27067,43686,54.78795,797.3651152,73285
27069,4191,3.813468,1098.999551,66000
27071,12072,3.888292,3104.705091,59779
27073,6736,8.804988,765.0209468,66967
27075,10915,5.175175,2109.107582,73860
27077,3786,2.917076,1297.875209,61667
27079,28795,64.16958,448.7328652,87180
27081,5630,10.48838,536.7843743,64750
27083,25352,35.48659,714.4106984,68919
27085,36727,74.7228,491.5099221,73296
27087,5389,9.660013,557.8667144,52739
27089,9017,5.079828,1775.060036,69396
27091,19960,28.02069,712.3307629,61674
27093,23352,38.40993,607.9676786,75926
27095,26680,46.61845,572.3055767,68088
27097,34023,30.24013,1125.094275,66264
27099,40082,56.35249,711.2729047,66972
27101,8170,11.59412,704.6673328,71500
27103,34380,76.65263,448.5169445,79113
27105,22194,31.03549,715.116728,62973
27107,6457,7.398123,872.7888963,65278
27109,162307,248.3624,653.5087081,90420
27111,60072,30.46813,1971.634154,67990
27113,13995,22.7,616.5198974,71504
27115,29090,20.61167,1411.336516,65059
27117,9380,20.16975,465.0528914,68341
27119,31128,15.793,1970.99939,69540
27121,11312,16.7696,674.5539331,71212
27123,547202,3594.118,152.249317,78108
27125,3912,9.047029,432.4071556,73889
27127,15428,17.5603,878.5729417,65617
27129,14707,14.9628,982.9045942,66313
27131,67152,135.4292,495.8458309,78214
27133,9659,20.02037,482.4586987,75060
27135,15294,9.148537,1671.742702,70122
27137,200122,32.02918,6248.115584,66491
