county_fips,pop_total,White,pct_white,BlackAmerican ,pct_black,NativeAmerican,pct_native,AsianAmerican,pct_asian,NativeHawaiian_PI,pct_nativehawaiian,OtherRace,pct_otherrace,Multiracial,pct_multiracial,Latino,pct_latino
17017,12955,9495,0.732921652,438,0.03380934,19,0.001466615,98,0.007564647,101,0.007796218,11,0.000849093,157,0.012118873,2636,0.203473562
17019,206525,134489,0.651199613,26903,0.130265101,121,0.000585885,22674,0.109788161,59,0.00028568,849,0.004110882,8102,0.039230117,13328,0.06453456
17021,33893,31527,0.930192075,876,0.025846045,43,0.001268699,232,0.006845071,6,0.000177028,54,0.001593249,494,0.014575281,661,0.019502552
17023,15467,14872,0.961531001,129,0.008340337,3,0.000193961,28,0.001810306,0,0,0,0,177,0.011443719,258,0.016680675
17025,13248,12629,0.953275966,61,0.004604469,73,0.005510266,42,0.00317029,0,0,23,0.001736111,394,0.029740338,26,0.00196256
17027,36998,33694,0.910697876,1085,0.02932591,15,0.000405427,225,0.00608141,0,0,11,0.000297313,748,0.020217309,1220,0.032974755
17029,47076,42236,0.897187527,1669,0.03545331,23,0.000488572,435,0.009240377,0,0,151,0.003207579,1177,0.025002124,1385,0.029420512
17031,5225367,2148173,0.411104713,1170790,0.224058903,3917,0.000749612,398558,0.076273686,1179,0.00022563,19681,0.003766434,130587,0.024990972,1352482,0.25883005
17033,18729,16999,0.907629879,845,0.045117198,26,0.001388221,66,0.003523947,0,0,22,0.001174649,312,0.016658658,459,0.024507448
17035,10447,10032,0.960275677,12,0.001148655,0,0,8,0.00076577,0,0,8,0.00076577,212,0.020292907,175,0.01675122
17037,100686,74958,0.744472916,7590,0.075382873,73,0.000725026,2371,0.023548458,0,0,143,0.001420257,3195,0.031732316,12356,0.122718153
17039,15535,14631,0.941808819,131,0.008432572,21,0.001351786,30,0.001931123,0,0,0,0,252,0.016221435,470,0.030254265
17041,19714,17484,0.886882419,219,0.011108857,37,0.001876839,116,0.005884143,0,0,50,0.002536269,317,0.016079943,1491,0.075631531
17043,930559,600034,0.64481027,44192,0.047489735,303,0.000325611,116439,0.125128014,184,0.000197731,3028,0.003253958,28573,0.0307052,137806,0.148089482
17045,16852,16263,0.965048659,81,0.004806551,6,0.000356041,66,0.003916449,2,0.00011868,0,0,210,0.012461429,224,0.013292191
17047,6182,5912,0.956324814,8,0.00129408,1,0.00016176,19,0.003073439,0,0,6,0.00097056,150,0.024263992,86,0.013911356
17049,34594,32918,0.951552292,190,0.005492282,16,0.000462508,231,0.006677459,0,0,22,0.000635948,445,0.012863502,772,0.022316009
17051,21464,19176,0.893402907,742,0.034569512,95,0.004426016,100,0.004658964,92,0.004286247,0,0,767,0.035734253,492,0.022922102
17053,13484,12255,0.908854939,72,0.005339662,19,0.001409077,90,0.006674577,0,0,83,0.006155443,412,0.030554732,553,0.041011569
17055,37810,35850,0.948161862,154,0.004072997,23,0.000608305,99,0.002618355,0,0,13,0.000343824,941,0.024887596,730,0.019307062
17057,33691,31003,0.920216081,873,0.025911965,153,0.004541272,103,0.003057196,0,0,37,0.001098216,556,0.016502924,966,0.028672346
17059,4967,4673,0.940809342,15,0.003019932,21,0.004227904,6,0.001207973,0,0,0,0,236,0.04751359,16,0.00322126
17061,12015,11589,0.96454432,103,0.008572618,10,0.000832293,25,0.002080732,1,8.32E-05,15,0.001248439,114,0.00948814,158,0.013150229
17063,52624,44264,0.841137124,949,0.018033597,39,0.000741107,314,0.005966859,0,0,156,0.002964427,1151,0.02187215,5751,0.109284737
17065,8008,7615,0.950924076,8,0.000999001,13,0.001623377,34,0.004245754,24,0.002997003,14,0.001748252,142,0.017732268,158,0.01973027
17067,17582,16729,0.951484473,127,0.007223297,11,0.00062564,56,0.003185076,3,0.000170629,0,0,343,0.019508588,313,0.017802298
17069,3665,3547,0.967803547,40,0.010914052,0,0,0,0,0,0,7,0.001909959,33,0.009004093,38,0.010368349
17071,6374,6012,0.943206778,11,0.001725761,2,0.000313775,0,0,0,0,35,0.005491057,194,0.030436147,120,0.018826483
17073,49157,43510,0.885123177,1019,0.020729499,11,0.000223773,229,0.004658543,14,0.000284802,240,0.004882316,1067,0.021705963,3067,0.062391928
17075,27043,23933,0.884997966,258,0.009540362,20,0.000739563,74,0.002736383,0,0,57,0.002107754,659,0.024368598,2042,0.075509374
17077,53176,38813,0.729896946,7675,0.144332029,62,0.00116594,1935,0.036388596,27,0.000507748,348,0.006544306,1826,0.034338799,2490,0.046825636
17079,9295,8958,0.963743948,22,0.002366864,0,0,12,0.001291017,3,0.000322754,0,0,130,0.013986014,170,0.018289403
17081,37043,31235,0.843209243,2406,0.064951543,67,0.001808709,361,0.009745431,6,0.000161974,75,0.002024674,1812,0.048916125,1081,0.029182302
17083,21462,20451,0.952893486,151,0.007035691,0,0,127,0.005917435,38,0.001770571,20,0.00093188,356,0.016587457,319,0.01486348
17085,21942,20498,0.934190138,175,0.007975572,30,0.001367241,111,0.005058791,16,0.000729195,22,0.001002643,365,0.016634764,725,0.033041655
17087,13313,10849,0.81491775,1178,0.08848494,0,0,42,0.003154811,0,0,10,0.000751145,697,0.052354841,537,0.040336513
17089,517254,287176,0.555193387,25719,0.049722187,364,0.000703716,19899,0.038470461,235,0.000454322,2322,0.00448909,12930,0.02499739,168609,0.325969446
17091,107421,75035,0.698513326,15575,0.144990272,51,0.000474768,1042,0.009700152,0,0,218,0.002029398,3163,0.029444894,12337,0.11484719
17093,132795,86242,0.649437102,10362,0.078030046,53,0.000399111,3908,0.029428819,0,0,389,0.002929327,3934,0.029624609,27907,0.210150985
17095,49751,40484,0.813732387,3973,0.079857691,28,0.000562803,499,0.010029949,0,0,176,0.003537617,1506,0.030270748,3085,0.062008804
17097,713159,420382,0.589464621,46314,0.06494204,719,0.00100819,59847,0.083918173,256,0.000358966,3185,0.004466045,20000,0.028044237,162456,0.227797728
17099,109495,91651,0.837033655,2906,0.026540025,23,0.000210055,953,0.008703594,17,0.000155258,207,0.001890497,2273,0.020758939,11465,0.104707978
17101,15302,12969,0.84753627,1228,0.080250948,34,0.002221932,67,0.004378513,0,0,30,0.001960528,625,0.040844334,349,0.022807476
17103,34221,29180,0.852692791,1800,0.052599281,7,0.000204553,209,0.006107361,0,0,0,0,703,0.020542941,2322,0.067853073
17105,35771,31790,0.888708731,1271,0.035531576,0,0,189,0.00528361,0,0,13,0.000363423,681,0.019037768,1827,0.051074893
17107,28027,24296,0.866878367,1680,0.059942199,14,0.000499518,83,0.00296143,1,3.57E-05,14,0.000499518,964,0.034395404,975,0.034787883
17109,27370,23729,0.866971136,1428,0.052173913,2,7.31E-05,685,0.025027402,7,0.000255754,58,0.002119109,637,0.023273657,824,0.030105955
17111,311133,244957,0.787306393,4593,0.014762176,163,0.000523892,8777,0.028209801,0,0,657,0.002111637,7361,0.023658693,44625,0.143427409
17113,171284,134088,0.782840195,14412,0.084140959,158,0.000922445,8641,0.050448378,15,8.76E-05,358,0.002090096,4509,0.0263247,9103,0.053145653
17115,103542,77402,0.74754206,17530,0.169303278,23,0.000222132,1400,0.013521083,66,0.000637422,276,0.002665585,4231,0.040862645,2614,0.025245794
17117,44907,42666,0.950096867,484,0.01077783,48,0.001068876,206,0.004587258,6,0.000133609,47,0.001046607,868,0.019328835,582,0.012960118
17119,265512,221238,0.833250475,22557,0.084956612,182,0.000685468,2509,0.009449667,35,0.000131821,319,0.001201452,8943,0.033682093,9729,0.036642412
17121,37543,33856,0.901792611,1619,0.043123885,11,0.000292997,254,0.006765575,5,0.000133181,22,0.000585995,935,0.024904776,841,0.02240098
17123,11740,10905,0.928875639,61,0.005195911,1,8.52E-05,21,0.001788756,0,0,29,0.002470187,364,0.031005111,359,0.030579216
17125,13074,12534,0.95869665,65,0.0049717,8,0.000611901,40,0.003059507,0,0,0,0,249,0.019045434,178,0.013614808
17127,14135,12189,0.862327556,896,0.063388751,0,0,56,0.003961797,0,0,31,0.002193138,509,0.036009904,454,0.032118854
17129,12284,11684,0.951155975,116,0.009443178,0,0,47,0.003826115,0,0,16,0.001302507,257,0.020921524,164,0.0133507
17131,15692,14773,0.941435126,96,0.006117767,0,0,67,0.004269692,0,0,7,0.000446087,313,0.01994647,436,0.027784859
17133,34905,33386,0.956481879,217,0.006216874,25,0.00071623,214,0.006130927,0,0,144,0.004125483,338,0.009683426,581,0.01664518
17135,28352,26200,0.924097065,780,0.027511287,36,0.001269752,132,0.004655756,0,0,45,0.00158719,623,0.021973758,536,0.018905192
17137,32882,28895,0.878748251,1630,0.049571194,31,0.000942765,253,0.007694179,0,0,21,0.000638647,1165,0.035429718,887,0.026975245
17139,14531,13920,0.957951965,147,0.010116303,1,6.88E-05,21,0.001445186,0,0,6,0.00041291,188,0.012937857,248,0.01706696
17141,51672,43699,0.845699799,556,0.01076018,53,0.001025701,249,0.004818857,0,0,135,0.002612634,1335,0.025836043,5645,0.109246787
17143,181186,123195,0.67993664,31787,0.1754385,210,0.00115903,7969,0.043982427,16,8.83E-05,470,0.002594019,8000,0.044153522,9539,0.052647556
17145,20996,18066,0.860449609,1654,0.07877691,10,0.000476281,131,0.006239284,0,0,0,0,467,0.022242332,668,0.031815584
17147,16698,15960,0.95580309,154,0.009222661,1,5.99E-05,12,0.000718649,0,0,20,0.001197748,300,0.017966223,251,0.01503174
17149,14776,14114,0.955197618,102,0.006903086,6,0.000406064,44,0.002977802,88,0.005955604,13,0.000879805,186,0.012587981,223,0.015092041
17151,3799,3398,0.894445907,126,0.033166623,51,0.013424585,1,0.000263227,0,0,0,0,105,0.027638852,118,0.031060805
17153,5177,3249,0.627583543,1623,0.313502028,2,0.000386324,11,0.002124783,0,0,1,0.000193162,193,0.037280278,98,0.018929882
17155,5628,5116,0.909026297,16,0.002842928,1,0.000177683,41,0.007285004,0,0,27,0.004797441,74,0.013148543,353,0.062722104
17157,30413,26285,0.864268569,2403,0.079012264,19,0.000624733,213,0.007003584,17,0.000558971,35,0.001150824,476,0.015651202,965,0.031729852
17159,15716,14804,0.941969967,97,0.006172054,5,0.000318147,47,0.002990583,0,0,136,0.008653601,344,0.021888521,283,0.018007126
17161,143819,100211,0.696785543,14636,0.101766804,158,0.001098603,3751,0.026081394,65,0.000451957,318,0.002211113,5203,0.036177417,19477,0.135427169
17163,256791,154225,0.60058569,72267,0.281423414,716,0.00278826,3984,0.015514562,43,0.000167451,1281,0.004988493,12751,0.049655167,11524,0.044876962
17165,23662,21780,0.92046319,589,0.024892232,18,0.000760713,167,0.00705773,32,0.001352379,14,0.000591666,642,0.027132111,420,0.017749979
17167,196122,154515,0.787851439,24688,0.125880829,152,0.000775028,4243,0.021634493,20,0.000101977,540,0.002753388,7040,0.035896024,4924,0.025106821
17169,6879,6289,0.91423172,235,0.034161942,1,0.00014537,23,0.003343509,0,0,0,0,158,0.022968455,173,0.025149004
17171,4899,4686,0.956521739,0,0,6,0.00122474,38,0.007756685,0,0,0,0,102,0.020820576,67,0.01367626
17173,21042,20307,0.96506986,57,0.002708868,30,0.00142572,72,0.003421728,40,0.00190096,1,4.75E-05,274,0.013021576,261,0.012403764
17175,5395,5025,0.93141798,60,0.011121409,1,0.000185357,46,0.008526413,0,0,0,0,139,0.025764597,124,0.022984245
17177,44482,36010,0.809540938,3861,0.086799155,35,0.000786835,405,0.009104806,0,0,60,0.00134886,2075,0.046648082,2036,0.045771323
17179,131276,121908,0.928638898,1519,0.011571041,142,0.00108169,1357,0.010337,53,0.00040373,176,0.001340687,2736,0.020841586,3385,0.025785368
17181,17122,15511,0.905910524,250,0.014601098,28,0.001635323,59,0.003445859,4,0.000233618,0,0,363,0.021200794,907,0.052972784
17183,74113,57360,0.773953288,10750,0.145048777,54,0.000728617,727,0.009809345,9,0.000121436,54,0.000728617,1124,0.01516603,4035,0.05444389
17185,11321,10450,0.923063334,109,0.009628125,4,0.000353326,126,0.011129759,0,0,0,0,287,0.025351117,345,0.03047434
17187,16760,13720,0.818615752,637,0.03800716,30,0.001789976,245,0.014618138,23,0.001372315,86,0.005131265,286,0.017064439,1733,0.103400955
17189,13781,13152,0.954357449,75,0.005442276,11,0.0007982,21,0.001523837,0,0,0,0,310,0.022494739,212,0.015383499
17191,16127,15445,0.957710672,107,0.006634836,0,0,87,0.00539468,0,0,4,0.000248031,206,0.012773609,278,0.017238172
17193,13834,13280,0.959953737,107,0.007734567,8,0.000578285,68,0.004915426,3,0.000216857,0,0,163,0.011782565,205,0.014818563
17195,55569,45883,0.825694182,607,0.010923357,40,0.000719826,279,0.005020785,14,0.000251939,69,0.0012417,1606,0.028901006,7071,0.127247206
17197,696774,424563,0.609326697,78677,0.112916096,467,0.000670232,40631,0.058313025,56,8.04E-05,1779,0.002553195,20914,0.030015471,129687,0.186124913
17199,67120,59415,0.885205602,2204,0.03283671,192,0.002860548,997,0.014853993,0,0,96,0.001430274,2297,0.034222288,1919,0.028590584
17201,284591,188165,0.661176917,36916,0.129715978,98,0.000344354,8094,0.028440815,89,0.000312729,725,0.002547516,10452,0.03672639,40052,0.140735301
17203,38414,36357,0.946451814,245,0.006377883,11,0.000286354,195,0.005076274,0,0,86,0.002238767,780,0.020305097,740,0.01926381
18001,35827,33254,0.928182656,213,0.005945237,9,0.000251207,51,0.001423507,0,0,39,0.001088564,588,0.016412203,1673,0.046696625
18003,385456,276507,0.717350359,42662,0.110679299,274,0.000710846,18178,0.047159728,164,0.00042547,1365,0.00354126,15455,0.040095368,30851,0.08003767
18005,82371,65268,0.792366245,1322,0.016049338,52,0.00063129,6647,0.080695876,0,0,497,0.006033677,2072,0.025154484,6513,0.07906909
18007,8709,7906,0.907796532,104,0.01194167,0,0,5,0.000574119,16,0.00183718,12,0.001377885,150,0.017223562,516,0.059249053
18009,12074,11427,0.946413782,124,0.010270002,13,0.001076694,17,0.001407984,0,0,20,0.001656452,332,0.027497101,141,0.011677986
18011,71235,62878,0.882684074,1536,0.021562434,37,0.000519408,2208,0.030995999,0,0,122,0.001712641,1966,0.027598793,2488,0.034926651
18013,15513,14722,0.949010507,92,0.00593051,13,0.000838007,88,0.005672662,56,0.003609876,13,0.000838007,205,0.013214723,324,0.020885709
18015,20397,18891,0.926165613,143,0.007010835,7,0.000343188,23,0.001127617,0,0,15,0.000735402,359,0.017600628,959,0.047016718
18017,37820,29009,0.767028027,476,0.012585933,70,0.001850873,535,0.014145955,0,0,113,0.002987837,1246,0.032945531,6371,0.168455843
18019,121484,98943,0.814452932,8379,0.068972046,25,0.000205788,1261,0.010379968,14,0.000115242,429,0.003531329,5318,0.043775312,7115,0.058567383
18021,26396,24958,0.945522049,100,0.003788453,1,3.79E-05,55,0.002083649,18,0.000681922,40,0.001515381,760,0.028792241,464,0.017578421
18023,33020,26600,0.80557238,221,0.006692913,1,3.03E-05,145,0.004391278,0,0,20,0.000605694,422,0.012780133,5611,0.169927317
18025,10511,10016,0.952906479,82,0.007801351,0,0,9,0.000856246,0,0,16,0.001522215,309,0.029397774,79,0.007515936
18027,33337,29592,0.887662357,531,0.015928248,27,0.000809911,81,0.002429733,0,0,138,0.004139545,1071,0.032126466,1897,0.056903741
18029,50709,48452,0.955491136,261,0.005147015,8,0.000157763,277,0.005462541,42,0.000828255,150,0.002958055,776,0.015303003,743,0.014652231
18031,26432,24802,0.938332324,58,0.00219431,1,3.78E-05,157,0.00593977,0,0,122,0.004615617,689,0.026066889,603,0.022813257
18033,43312,40839,0.94290266,102,0.002355006,13,0.000300148,172,0.003971186,0,0,16,0.000369413,842,0.01944034,1328,0.030661249
18035,112156,96143,0.85722565,6951,0.061976176,53,0.000472556,1669,0.014881059,22,0.000196155,286,0.00255002,4029,0.035923178,3003,0.026775206
18037,43584,38633,0.886403267,392,0.008994126,18,0.000412996,220,0.005047724,0,0,97,0.002225587,441,0.010118392,3783,0.086797907
18039,206841,151411,0.73201638,9981,0.048254456,303,0.001464893,2177,0.010524993,123,0.00059466,512,0.002475331,6653,0.032164803,35681,0.172504484
18041,23391,21954,0.938566115,256,0.01094438,59,0.002522338,43,0.001838314,0,0,3,0.000128254,736,0.031465093,340,0.014535505
18043,80191,69459,0.86616952,4027,0.050217605,34,0.000423988,936,0.011672133,0,0,114,0.001421606,2622,0.032696936,2999,0.037398212
18045,16468,15524,0.942676706,48,0.002914744,20,0.001214477,88,0.005343697,0,0,55,0.003339811,269,0.01633471,464,0.028175856
18047,22850,21981,0.961969365,21,0.000919037,0,0,132,0.005776805,0,0,67,0.002932166,355,0.015536105,294,0.012866521
18049,20420,18398,0.900979432,241,0.011802155,15,0.000734574,18,0.000881489,0,0,242,0.011851126,385,0.018854065,1121,0.05489716
18051,33006,30005,0.909077137,587,0.017784645,6,0.000181785,159,0.004817306,190,0.005756529,276,0.008362116,1134,0.03435739,649,0.019663092
18053,66560,55894,0.839753606,4479,0.067292668,86,0.001292067,564,0.008473558,0,0,85,0.001277043,2307,0.034660457,3145,0.047250601
18055,30900,29555,0.956472492,185,0.005987055,1,3.24E-05,45,0.001456311,0,0,29,0.000938511,491,0.015889968,594,0.019223301
18057,349527,283765,0.811854306,14118,0.040391729,130,0.000371931,22566,0.064561536,139,0.00039768,1913,0.005473111,11236,0.032146301,15660,0.044803406
18059,80170,72422,0.90335537,2171,0.027079955,124,0.001546713,692,0.008631658,0,0,137,0.001708869,2298,0.028664089,2326,0.029013347
18061,39684,37642,0.948543494,295,0.007433726,4,0.000100796,257,0.006476162,0,0,38,0.000957565,601,0.015144643,847,0.021343615
18063,175639,142034,0.808670056,14086,0.080198589,175,0.000996362,5672,0.032293511,18,0.000102483,751,0.004275816,4940,0.028125872,7963,0.045337311
18065,48913,45358,0.927319935,1153,0.023572465,35,0.000715556,234,0.004784004,0,0,97,0.001983113,1021,0.020873796,1015,0.02075113
18067,83452,69759,0.835917653,6443,0.077206059,88,0.001054498,1043,0.012498203,6,7.19E-05,168,0.002013133,2790,0.033432392,3155,0.037806164
18069,36699,34382,0.936864765,344,0.009373552,60,0.001634922,258,0.007030164,58,0.001580425,47,0.001280689,538,0.0146598,1012,0.027575683
18071,46212,39744,0.860036354,502,0.010862979,5,0.000108197,842,0.018220376,30,0.000649182,218,0.004717389,1080,0.023370553,3791,0.082034969
18073,33045,29203,0.883734302,319,0.009653503,10,0.000302618,51,0.00154335,0,0,0,0,1313,0.039733696,2149,0.065032531
18075,20451,19266,0.942056623,59,0.002884945,7,0.000342282,87,0.004254071,0,0,1,4.89E-05,329,0.016087233,702,0.03432595
18077,33057,30442,0.920894213,686,0.020752034,43,0.001300783,248,0.007502193,0,0,56,0.001694044,570,0.017242944,1012,0.030613788
18079,27610,25989,0.941289388,218,0.00789569,38,0.001376313,65,0.002354219,0,0,47,0.001702282,445,0.016117349,808,0.029264759
18081,161952,139567,0.861780034,4099,0.025309968,64,0.000395179,6818,0.042098893,61,0.000376655,545,0.003365195,4568,0.028205888,6230,0.038468188
18083,36148,32766,0.90644019,833,0.023044152,19,0.000525617,338,0.009350448,41,0.001134226,16,0.000442625,1211,0.033501162,924,0.02556158
18085,80442,69605,0.865281818,597,0.007421496,68,0.00084533,1224,0.015215932,0,0,506,0.006290246,1655,0.02057383,6787,0.084371348
18087,40364,37817,0.936899217,69,0.001709444,7,0.000173422,39,0.000966208,0,0,19,0.000470716,659,0.016326429,1754,0.043454563
18089,497682,261728,0.525894045,114698,0.230464433,608,0.001221664,7336,0.014740336,106,0.000212987,1642,0.003299296,11149,0.022401855,100415,0.201765384
18091,112215,86922,0.774602326,11782,0.104994876,180,0.001604064,668,0.005952858,5,4.46E-05,506,0.004509201,4079,0.036349864,8073,0.071942254
18093,45113,42577,0.943785605,143,0.003169818,75,0.001662492,316,0.007004633,4,8.87E-05,291,0.006450469,896,0.019861237,811,0.01797708
18095,130545,108813,0.833528668,10336,0.079175763,89,0.000681757,765,0.005860048,2,1.53E-05,510,0.003906699,3977,0.030464591,6053,0.046367153
18097,971737,510594,0.525444642,270848,0.278725622,659,0.000678167,37696,0.038792389,172,0.000177003,5054,0.005200996,38741,0.039867783,107973,0.111113398
18099,46208,39925,0.864027874,350,0.007574446,7,0.000151489,306,0.00662223,22,0.000476108,69,0.001493248,583,0.012616863,4946,0.107037742
18101,9863,9329,0.945858258,20,0.002027781,11,0.001115279,2,0.000202778,0,0,49,0.004968062,323,0.032748657,129,0.013079185
18103,35952,31353,0.872079439,1496,0.041611037,74,0.0020583,183,0.00509012,6,0.000166889,51,0.001418558,1467,0.040804406,1322,0.036771251
18105,140065,115885,0.827365866,5012,0.035783386,67,0.000478349,9218,0.065812301,1,7.14E-06,142,0.001013815,4454,0.031799522,5286,0.037739621
18107,38018,34302,0.902256826,281,0.007391236,3,7.89E-05,162,0.004261139,19,0.000499763,324,0.008522279,965,0.025382713,1962,0.051607133
18109,71757,67914,0.946444249,337,0.004696406,10,0.000139359,430,0.005992447,0,0,236,0.003288878,1510,0.021043243,1320,0.018395418
18111,13829,12243,0.885313472,157,0.011352954,10,0.000723118,33,0.00238629,0,0,21,0.001518548,348,0.025164509,1017,0.073541109
18113,47431,40759,0.859332504,173,0.003647404,49,0.00103308,328,0.006915309,67,0.001412578,123,0.002593241,856,0.018047269,5076,0.107018617
18115,5974,5662,0.947773686,18,0.003013057,26,0.004352193,26,0.004352193,0,0,3,0.000502176,239,0.040006696,0,0
18117,19768,18440,0.93282072,315,0.015934844,6,0.000303521,86,0.004350465,0,0,9,0.000455281,558,0.028227438,354,0.01790773
18119,21361,20419,0.955900941,105,0.0049155,9,0.000421329,110,0.005149572,0,0,19,0.000889471,412,0.019287487,287,0.013435701
18121,16327,15419,0.944386599,307,0.018803209,7,0.000428738,0,0,0,0,14,0.000857475,423,0.025908005,157,0.009615974
18123,19186,17861,0.930939227,606,0.031585531,15,0.00078182,135,0.007036381,0,0,1,5.21E-05,275,0.014333368,293,0.015271552
18125,12227,11703,0.957144026,70,0.005725035,11,0.000899648,30,0.002453586,0,0,0,0,134,0.010959352,279,0.022818353
18127,173355,140325,0.809466124,6920,0.039918087,130,0.000749906,2371,0.013677137,19,0.000109602,280,0.001615183,4653,0.026840876,18657,0.107623086
18129,25226,23964,0.949972251,256,0.01014826,8,0.000317133,100,0.003964164,0,0,173,0.006858004,396,0.015698089,329,0.013042099
18131,12498,11579,0.926468235,24,0.001920307,0,0,32,0.00256041,35,0.002800448,3,0.000240038,403,0.032245159,422,0.033765402
18133,36942,33745,0.913458936,984,0.026636349,42,0.001136917,972,0.026311515,0,0,54,0.001461751,381,0.010313464,764,0.020681068
18135,24586,22606,0.919466363,52,0.002115025,11,0.000447409,110,0.004474091,17,0.00069145,211,0.00858212,589,0.023956723,990,0.040266819
18137,28990,27501,0.948637461,97,0.003345981,0,0,199,0.006864436,0,0,82,0.002828562,578,0.01993791,533,0.01838565
18139,16716,15874,0.949629098,96,0.005743001,0,0,11,0.000658052,0,0,48,0.0028715,384,0.022972003,303,0.018126346
18141,272388,192343,0.7061361,34285,0.125868247,272,0.000998576,6882,0.02526543,176,0.000646137,1389,0.005099344,11092,0.040721324,25949,0.095264843
18143,24403,22929,0.93959759,37,0.001516207,70,0.0028685,14,0.0005737,0,0,144,0.005900914,595,0.024382248,614,0.025160841
18145,44940,41010,0.912550067,624,0.01388518,0,0,403,0.008967512,0,0,51,0.001134846,667,0.014842012,2185,0.048620383
18147,19935,18727,0.93940306,130,0.006521194,0,0,80,0.004013042,0,0,55,0.002758967,307,0.01540005,636,0.031903687
18149,23308,21450,0.920284881,40,0.001716149,17,0.000729363,66,0.002831646,0,0,32,0.001372919,666,0.02857388,1037,0.044491162
18151,34507,31947,0.925812154,108,0.0031298,19,0.000550613,168,0.004868577,0,0,138,0.003999189,747,0.021647782,1380,0.039991886
18153,20791,18895,0.908806695,750,0.036073301,0,0,23,0.001106248,0,0,106,0.00509836,643,0.030926843,374,0.017988553
18155,9896,9340,0.943815683,30,0.003031528,15,0.001515764,2,0.000202102,0,0,0,0,302,0.030517381,207,0.020917542
18157,186955,138148,0.738937177,10995,0.058810944,181,0.000968147,14549,0.077820866,14,7.49E-05,940,0.005027948,5458,0.029194191,16670,0.089165842
18159,15328,14454,0.942980167,79,0.005153967,17,0.001109081,73,0.004762526,0,0,4,0.00026096,232,0.015135699,469,0.030597599
18161,7041,6650,0.944468115,29,0.004118733,0,0,48,0.006817213,0,0,0,0,154,0.021871893,160,0.022724045
18163,179900,147455,0.819649805,17518,0.09737632,32,0.000177877,2433,0.01352418,439,0.002440245,516,0.00286826,6081,0.033802112,5426,0.030161201
18165,15488,14826,0.957257231,67,0.00432593,16,0.001033058,27,0.001743285,13,0.00083936,0,0,298,0.019240702,241,0.015560434
18167,106355,90210,0.848197076,7310,0.068732077,121,0.001137699,2157,0.020281134,114,0.001071882,301,0.002830144,3143,0.029551972,2999,0.028198016
18169,31032,28996,0.934390307,323,0.01040861,68,0.002191286,114,0.003673627,18,0.000580046,63,0.002030162,586,0.018883733,864,0.027842227
18171,8454,8025,0.949254791,8,0.000946298,2,0.000236574,34,0.004021765,1,0.000118287,15,0.001774308,179,0.021173409,190,0.022474568
18173,64065,58146,0.907609459,1322,0.020635292,15,0.000234137,1563,0.024397097,5,7.80E-05,252,0.003933505,1411,0.022024506,1351,0.021087958
18175,28133,26960,0.958305193,54,0.001919454,2,7.11E-05,30,0.001066363,0,0,37,0.001315181,653,0.023211175,397,0.014111542
18177,66522,57927,0.870794624,2618,0.039355401,15,0.000225489,712,0.010703226,3,4.51E-05,237,0.003562731,2798,0.042061273,2212,0.033252157
18179,28167,26227,0.931125075,317,0.011254305,7,0.000248518,54,0.001917137,0,0,26,0.000923066,596,0.021159513,940,0.033372386
18181,24630,21727,0.882135607,120,0.004872107,27,0.001096224,71,0.002882663,0,0,5,0.000203004,448,0.0181892,2232,0.090621194
18183,34259,31966,0.933068683,106,0.003094077,59,0.001722175,75,0.002189206,0,0,112,0.003269214,1125,0.032838086,816,0.023818559
19001,7479,7046,0.942104559,48,0.00641797,0,0,9,0.001203369,12,0.001604493,49,0.006551678,119,0.015911218,196,0.026206712
19003,3680,3470,0.942934783,11,0.00298913,16,0.004347826,0,0,0,0,1,0.000271739,110,0.029891304,72,0.019565217
19005,14046,12509,0.890573829,241,0.01715791,36,0.002563007,84,0.00598035,0,0,0,0,129,0.009184109,1047,0.074540795
19007,12279,11514,0.93769851,50,0.004071993,16,0.001303038,34,0.002768955,0,0,0,0,374,0.030458506,291,0.023698998
19009,5651,5359,0.94832773,17,0.003008317,4,0.000707839,2,0.00035392,0,0,22,0.003893116,123,0.021766059,124,0.021943019
19011,25652,24397,0.951075939,94,0.003664432,19,0.000740683,61,0.002377982,0,0,61,0.002377982,578,0.022532356,442,0.017230625
19013,131041,104065,0.794140765,12602,0.096168375,138,0.001053106,3402,0.02596134,588,0.004487145,165,0.001259148,3864,0.029486954,6217,0.047443167
19015,26700,25010,0.93670412,347,0.012996255,16,0.000599251,40,0.001498127,0,0,0,0,540,0.020224719,747,0.027977528
19017,25012,23376,0.934591396,290,0.011594435,29,0.001159443,220,0.008795778,5,0.000199904,141,0.005637294,487,0.019470654,464,0.018551095
19019,20631,19666,0.953225728,160,0.00775532,19,0.000920944,14,0.00067859,19,0.000920944,0,0,371,0.017982647,382,0.018515826
19021,20687,11478,0.554841205,606,0.029293759,15,0.000725093,2119,0.102431479,430,0.020786001,78,0.003770484,388,0.01875574,5573,0.269396239
19023,14376,13706,0.953394546,72,0.005008347,12,0.000834725,152,0.010573178,0,0,68,0.004730106,131,0.00911241,235,0.016346689
19025,9893,9174,0.927322349,114,0.011523299,11,0.001111897,33,0.003335692,0,0,25,0.002527039,320,0.032346103,216,0.02183362
19027,20728,19321,0.932120803,210,0.010131223,9,0.000434195,89,0.004293709,0,0,60,0.002894635,415,0.020021227,624,0.030104207
