county_fips,median_household_income_2022,median_household_income_moe_2022,population_25plus,high_school_or_higher_pct,bachelors_or_higher_pct,high_school_or_higher_count_moe,bachelors_or_higher_count_moe
06047,64772,2142,168503,71.44145801558429,14.644843118520145,3011.0061441318912,1483.6316928402412
06049,54962,5389,6511,88.28136998924896,23.82122561818461,571.1908612714318,348.64021569520634
06051,82038,15388,9628,87.16244287494807,31.709597008724554,775.5552849410543,425.64186824136556
06053,91043,1900,279734,73.3636240142421,27.06606990927095,3410.5637363931496,2127.527908160079
06055,105809,2981,98232,84.39714146103103,37.83899340337161,1874.1080545155341,1134.247768346934
06057,79395,3823,79007,95.07765134734898,38.809219436252484,2105.821454919671,1247.4686368803025
06059,109361,882,2197677,86.82891070889853,42.764155060092996,12051.875206788362,8020.88112366715
06061,109375,1856,286915,94.94763257410732,42.441141104508304,3961.4537735533404,2592.353563848882
06063,67885,7772,15236,94.09950118141245,21.18009976371751,895.9235458452914,356.7057610972943
06065,84505,1061,1594000,83.12227101631116,24.055583437892096,9705.246828391331,4437.9623702776025
06067,84010,816,1077155,88.37604615863084,32.62334575803854,8078.999938111152,4566.476760041597
06069,104451,5461,42300,83.6903073286052,21.997635933806148,1311.8128677521042,604.6668504226108
06071,77423,806,1388742,81.3940962396183,22.421731322304648,9129.68991806403,4719.395406193467
06073,96974,993,2257620,88.71213933257147,41.046810357810436,12314.178819555935,8535.621769970832
06075,136689,1954,680343,88.78844935569265,59.78954733127261,6388.336403164755,4755.553910955064
06077,82837,1448,495879,80.23207274355237,20.306970047128434,5595.024128634299,3035.471297838278
06079,90158,2311,189527,92.05073683432967,37.971898463015826,3317.3780309153794,2039.502145132483
06081,149907,2621,547817,90.58116122719814,52.878789814846925,5433.706929896017,3804.179806476029
06083,92332,1889,277891,82.1152898078743,35.676938080038575,3590.0456821606044,2333.629576432387
06085,153792,1545,1341405,89.2831769674334,55.32795837200547,8299.980963833592,6194.271950762252
06087,104409,3173,180171,88.71016978315045,42.480199366157706,3250.444738801138,2157.1909975706835
06089,68347,2480,128883,91.89575040928594,22.754746553075268,2404.026622148765,1156.0999091774033
06091,61108,9237,2249,93.552690084482,23.877278790573587,331.3894989283758,148.50589213899897
06093,53898,2640,32134,90.55517520383394,21.99850625505695,1082.6167373544527,526.9592014568111
06095,97037,1724,312706,88.87869116678286,28.1996507901991,4250.527143778757,2360.54358146593
06097,99266,1988,354851,89.23773640203916,37.84658913177643,4470.3354460263945,2650.979064421294
06099,74872,1371,350685,80.32964056061708,18.217773785591056,4377.671755625358,2174.010579551075
06101,72654,3425,64986,79.55405779706398,20.622903394577293,1843.883401953605,983.863811713796
06103,59029,4103,44986,87.08264793491308,18.17009736362424,1716.658673120548,723.9544184546428
06105,47317,5890,12553,95.25213096470964,19.18266549828726,923.6666065199066,416.6053288185354
06107,64474,1489,280911,73.49374001018116,15.617045968296008,4313.487336251261,1880.0675519778538
06109,70432,4691,42078,92.45924235942773,24.437948571700176,1461.0475693830094,828.4328578708114
06111,102141,1528,575974,85.36982572129992,34.7128516217746,5843.611640073286,3508.1058991997375
06113,85097,2333,129126,87.87850626519834,43.2709136812106,2556.1341905306926,1639.7505907911727
06115,66693,2796,51600,82.66279069767442,17.358527131782946,1796.3602088668074,792.4714505898619
08001,86297,1295,338792,84.81457649531276,27.15323856525538,4252.693969709083,2310.7946685069187
08003,52271,4812,9807,89.81339859284185,28.214540634240848,638.6156903803727,335.1492204973779
08005,92292,1197,450081,92.18873936024849,44.9216918732406,4664.49729338543,2985.289768179967
08007,66813,9047,10417,94.51857540558701,39.435538062781994,747.0341357662312,502.4440267333268
08009,42115,7290,2504,85.8226837060703,24.361022364217252,176.22712617528552,91.24691775616314
08011,45776,5506,4265,83.39976553341148,15.498241500586166,325.0799901562691,140.09639538546307
08013,99770,2277,217821,95.72952102873461,63.23035887265232,3237.0157552906658,2338.755438261983
08014,117541,3337,52126,96.26098300272417,58.38161378198979,1362.0881028773433,1012.2499691281794
08015,65703,4773,15510,93.04319793681496,41.424887169568024,909.8934003497333,592.1815599965943
08017,65577,16886,1225,92.9795918367347,23.428571428571427,136.23509092741122,62.080592780675026
08019,87169,19629,7643,96.62436216145493,55.03074708883946,568.639604670656,443.61920607656293
08021,44093,2222,4978,89.77501004419446,24.648453194053836,283.033566913891,156.2145959889792
08023,34578,3894,2617,88.34543370271302,23.65303782957585,219.65427380317462,132.32535660258014
08025,40685,7356,4191,81.03078024337867,12.741589119541876,339.18873802058937,161.74671557716403
08027,66250,8149,3787,96.93688935833113,36.46686031159229,393.6978536898569,233.85251762596013
08029,56349,3710,22899,90.00393030263331,24.498886414253896,970.5179029775803,503.88093831777365
08031,85853,1295,519431,90.54850403614725,54.248591246960615,5411.741309412341,3610.471575847122
08033,64708,15872,1907,95.28054535920293,26.324069218668065,263.39134382131846,154.2822089548889
08035,139010,1825,243113,97.89274946218426,60.00460691118945,3627.810221056223,2612.1190631362883
08037,98887,4834,40007,92.39633064213763,51.805933961556725,1906.9984268478042,1256.749378356719
08039,124360,5503,19030,96.7157120336311,35.617446137677355,869.12312131251,482.16594653708177
08041,82748,1229,478864,94.80123792976711,40.18071936917371,5632.550665551088,3429.529996952935
08043,56165,3295,38046,89.83861641171214,20.22288808284708,1273.4983313691464,651.2288384277833
08045,82772,3541,41298,89.29972395757663,33.694125623516875,1580.6391112458277,964.5854031655258
08047,95902,18562,4658,94.43967367969086,43.88149420352082,555.436765077718,403.6062437574523
08049,79367,13357,12048,94.66301460823374,37.82370517928287,893.70688707204215,543.6938476753254
08051,76538,9424,11260,98.3214920071048,59.34280639431616,710.2527719058899,544.0937419232094
08053,58712,8376,787,98.47522236340534,44.5997458703939,116.79897259822108,67.02238432046416
08055,49631,5676,5162,92.90972491282449,26.075164664858583,415.8100527885299,236.9092653316877
08057,38686,11308,1076,85.68773234200744,27.509293680297397,160.9409829720199,116.34001891008957
08059,103167,1358,424697,95.22836280924989,49.12937929865292,4590.265025028511,3006.6772357537816
08061,45250,12860,930,91.18279569892474,17.956989247311828,115.54220008291342,42.36744032862972
08063,58992,6334,4798,87.74489370571071,18.049187161317217,317.31372488438,144.1665703275208
08065,78942,10647,5276,94.275966641395,39.23426838514026,666.93552911807,455.408607735954
08067,81936,2984,40389,95.83549976478744,46.96328208175493,1305.0153255805083,822.1569193286645
08069,87199,2139,239134,96.32674567397359,50.8869504127393,3648.7252568534122,2603.31653857152
08071,48965,3893,10599,88.49891499198037,16.548731012359656,532.4753515422099,231.4432975914403
08073,59167,10020,4203,88.7461337140138,22.745657863430882,306.4000652741445,196.6290924558215
08075,54864,4203,15042,91.07166600186146,19.718122590081105,945.2433549092001,384.71028060086985
08077,68077,2075,109465,92.27698351071119,30.03243045722377,2443.0888236001574,1381.4470673898438
08079,58929,9399,685,97.81021897810218,57.66423357664234,108.83933112620639,86.93675862372602
08081,63983,5415,9006,91.30579613590939,20.541860981567844,628.5682142774959,306.3364163791174
08083,61377,5216,18740,91.30736392742796,30.064034151547492,1036.9604621199403,580.3395557774776
08085,62817,4545,31003,89.30426087797954,27.716672580072895,1227.797214526894,628.8513337824768
08087,70471,3883,18881,82.65981674699434,17.732111646628887,833.4836531090457,365.06163863106735
08089,47500,5935,12641,88.03892097144214,18.321335337394192,664.8676560038095,296.97474640110397
08091,78750,14026,4175,97.46107784431138,49.55688622754491,353.52793383267465,257.97868128975307
08093,85019,6450,14180,97.55994358251058,35.48660084626234,1017.1464987896286,583.3669514122307
08095,58474,6683,2966,89.10991233985165,26.264329062710722,290.0517195260183,156.56947339759432
08097,96123,6260,13499,98.1702348322098,63.10837839839988,1173.4589894836547,903.7228557472695
08099,49422,4375,7543,85.48322948429006,18.24207874850855,454.7372867931549,223.76103324752503
08101,59436,1906,115954,90.03570381358125,24.06816496196768,2278.2146518710656,1051.2230971587335
08103,69882,7536,4343,92.24038682938061,23.808427354363342,362.1477598991881,195.64508682816444
08105,57591,5289,8092,90.08897676717746,31.277805239742957,667.7918837482229,410.136562622744
08107,95144,5677,18742,96.9640379895422,50.04268487888166,919.5406461924345,614.3508769424847
08109,51946,5979,4901,88.45133646194654,24.38277902468884,437.2539307999415,243.6000821017924
08111,67344,14111,552,95.65217391304348,41.666666666666664,101.85774393731681,53.70288632839021
08113,72829,6124,6282,98.18529130850048,62.161731932505575,401.84823005707017,316.5296194671203
08115,45855,8133,1718,91.32712456344586,26.484284051222353,164.25589791541734,92.59589623736032
08117,100611,8401,24050,94.23284823284823,52.25779625779626,1505.0747489742828,1076.0562252968011
08119,69655,8094,19324,97.04512523287104,37.96315462637135,1045.1258297449165,680.0272053381394
08121,59087,5105,3370,90.53412462908013,24.480712166172108,210.55878039160467,126.66885963013956
08123,89182,1677,215564,88.3371063813995,30.656324803770573,3402.075542959033,1754.9638172908294
